gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_wozbag,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,g_hh_sti,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad,g_hh_sti_2021,p_hh_osm_2021,p_hh_110_2021,p_hh_120_2021,m_hh_ver_2021
BU01770113,01770113,Het Overstigt,Raalte,Buurt,BU01770113,1,1970,1005,960,720,175,200,340,3,3005,787,400,73,27,98,2,69,31,28,4,0,1,99,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,175,0,15,15,10,15,50,55,15,945,715,230,1,1444,110,67,66,1,8103,1,4,784,-99999,2.6,5.1,6,192.9
BU01770114,01770114,Salland,Raalte,Buurt,BU01770114,1,830,425,410,245,25,40,175,3,4197,250,516,100,0,97,3,90,10,7,3,0,1,99,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,0,5,5,5,0,10,10,5,320,270,50,1,1619,35,20,20,1,8103,1,4,528,-99999,0,0,0,189.2
BU01770115,01770115,Franciscushof,Raalte,Buurt,BU01770115,1,435,220,215,115,0,15,105,4,1059,117,639,100,0,100,0,100,0,0,0,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,0,0,0,5,10,10,5,5,180,110,70,2,434,25,43,41,2,8102,1,5,170,-99999,-99999,-99999,-99999,-99999
BU01770116,01770116,De Zegge,Raalte,Buurt,BU01770116,1,160,85,75,65,20,20,25,2,150,68,459,87,13,97,3,79,21,0,21,0,85,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,180,5,40,65,10,15,30,10,10,595,140,455,-99999,-99999,25,108,107,1,8102,1,4,693,-99999,-99999,-99999,-99999,-99999
BU01770117,01770117,De Hees,Raalte,Buurt,BU01770117,1,0,0,0,0,0,0,0,2,-99999,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,105,0,30,40,5,10,15,0,5,90,45,45,-99999,-99999,5,72,72,0,8102,1,5,307,-99999,-99999,-99999,-99999,-99999
BU01770119,01770119,Buitengebied Raalte,Raalte,Buurt,BU01770119,1,1545,810,735,565,115,185,265,3,46,565,520,92,8,94,6,86,14,0,14,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,300,115,35,30,5,15,40,40,25,905,675,230,2,27,90,3432,3377,55,8101,5,5,112,-99999,2.6,3.1,3.9,444.7
BU01770201,01770201,Luttenberg Kern,Raalte,Buurt,BU01770201,1,1345,695,650,550,150,185,215,2,1990,564,367,93,7,98,2,79,21,13,8,0,79,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,135,5,25,20,5,15,25,30,15,830,660,165,2,1224,90,68,68,0,8105,1,5,203,-99999,2.9,4.7,6.8,253
BU01770209,01770209,Buitengebied Luttenberg,Raalte,Buurt,BU01770209,1,900,465,435,345,85,125,135,3,41,345,477,85,15,92,8,82,18,0,18,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,175,80,10,20,0,10,25,25,10,510,385,125,2,23,50,2229,2212,17,8105,1,5,51,-99999,2.9,3.5,4.9,420.5
BU01770301,01770301,Mariënheem Kern,Raalte,Buurt,BU01770301,1,780,400,385,315,70,125,120,3,1983,321,355,96,4,98,2,80,20,16,4,0,71,29,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,5,20,15,5,10,10,10,10,430,355,75,1,1089,40,39,39,0,8106,1,5,126,-99999,0.6,2.9,4.5,191.9
BU01770309,01770309,Buitengebied Mariënheem,Raalte,Buurt,BU01770309,1,725,390,330,280,65,90,125,3,48,281,478,89,11,93,7,82,18,0,18,0,93,7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,130,60,10,20,0,5,15,15,5,410,330,80,2,27,35,1503,1500,3,8106,1,5,89,-99999,4.9,6.8,7.2,453.6
BU01770401,01770401,Nieuw Heeten Kern,Raalte,Buurt,BU01770401,1,735,380,355,305,80,105,120,2,2414,305,329,95,5,99,1,78,22,17,5,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,0,20,10,5,5,15,10,10,445,380,65,2,1468,65,30,30,0,8112,1,5,159,-99999,2.4,4.2,4.9,173
BU01770409,01770409,Buitengebied Nieuw Heeten,Raalte,Buurt,BU01770409,1,510,265,250,205,55,60,90,3,50,169,459,73,27,89,11,83,17,0,17,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,25,10,10,5,0,10,10,5,270,205,60,1,26,25,1023,1023,0,8112,1,5,94,-99999,4,4.6,5.2,369.9
BU01770501,01770501,Heeten Kern,Raalte,Buurt,BU01770501,1,2390,1210,1185,1035,300,390,340,2,2035,1153,315,82,18,91,9,69,31,18,13,0,75,25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,235,5,40,40,10,20,45,40,30,1435,1120,315,1,1221,190,118,118,0,8111,1,5,387,-99999,4.9,6.5,9.2,208.3
BU01770509,01770509,Buitengebied Heeten,Raalte,Buurt,BU01770509,1,1325,690,635,490,100,175,220,3,41,477,477,87,13,94,6,82,18,0,18,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,255,115,20,20,10,10,40,30,15,760,580,180,2,24,105,3216,3205,10,8111,1,5,52,-99999,3.3,4.3,4.7,371.8
BU01770601,01770601,Broekland Kern,Raalte,Buurt,BU01770601,1,750,375,375,305,70,120,115,3,2580,308,363,95,5,99,1,79,21,19,3,0,73,27,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,65,5,10,10,5,5,10,15,10,470,370,100,2,1611,40,29,29,0,8107,1,5,115,-99999,3.4,4.7,7.1,197.1
BU01770609,01770609,Buitengebied Broekland,Raalte,Buurt,BU01770609,1,450,240,205,165,35,60,70,3,42,175,468,86,14,93,7,80,20,0,20,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,45,10,5,0,5,15,10,5,270,205,65,2,25,20,1067,1067,1,8107,1,5,44,-99999,1.9,1.9,2.5,421.2
BU01770701,01770701,Heino Centrum,Raalte,Buurt,BU01770701,1,1260,610,650,585,260,175,145,2,2991,604,333,64,36,95,5,60,40,26,14,0,76,24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,170,0,10,50,5,10,35,30,20,670,545,125,1,1594,90,42,42,0,8141,1,4,710,-99999,3.2,6.5,9.6,158.8
BU01770702,01770702,De Kampen,Raalte,Buurt,BU01770702,1,1550,765,785,680,200,245,235,2,3556,683,329,100,0,98,2,78,22,21,1,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,105,0,15,10,10,10,30,25,10,870,715,155,1,1996,105,44,44,0,8141,1,4,725,-99999,1.8,4.4,5.9,150.9
BU01770703,01770703,Heino Zuid,Raalte,Buurt,BU01770703,1,1780,855,920,775,240,300,235,2,3970,778,352,96,4,99,1,72,28,23,5,0,98,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,90,0,10,10,10,5,30,15,10,970,770,200,1,2164,90,45,45,0,8141,1,4,570,-99999,4.1,7.5,10.1,223.7
BU01770704,01770704,Kiezebos,Raalte,Buurt,BU01770704,1,1005,510,495,365,75,100,190,3,3445,365,438,94,6,99,1,84,16,16,1,0,41,59,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,15,5,5,10,25,10,10,500,405,95,1,1721,50,29,29,0,8141,1,5,479,-99999,2.2,4.1,5.8,256.5
BU01770705,01770705,Blankenfoort,Raalte,Buurt,BU01770705,1,85,50,40,35,10,15,15,3,263,38,436,79,21,84,16,82,18,0,18,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,100,0,20,35,5,15,15,5,5,175,85,90,-99999,-99999,20,34,34,0,8141,1,4,563,-99999,-99999,-99999,-99999,-99999
BU01770709,01770709,Buitengebied Heino,Raalte,Buurt,BU01770709,1,1635,865,770,685,205,250,235,2,82,548,484,90,10,93,7,90,10,0,10,0,87,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,250,55,30,20,15,20,55,25,25,985,740,245,1,49,135,2011,2002,9,8141,1,5,158,-99999,2.9,3.8,3.9,328.9
BU01770801,01770801,Lierderholthuis Kern,Raalte,Buurt,BU01770801,1,280,150,130,125,35,45,40,2,2057,122,380,95,5,99,1,79,21,14,7,0,74,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,0,5,5,5,0,5,10,5,170,130,40,1,1239,20,14,14,0,8144,1,5,60,-99999,5.5,8.2,8.2,198.7
BU01770809,01770809,Buitengebied Lierderholthuis,Raalte,Buurt,BU01770809,1,185,90,95,70,15,25,30,3,42,62,500,84,16,100,0,82,18,0,18,0,81,19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,10,5,5,0,5,5,5,5,115,85,30,2,26,15,446,445,1,8144,1,5,45,-99999,-99999,-99999,-99999,-99999
BU01770901,01770901,Laag Zuthem Kern,Raalte,Buurt,BU01770901,1,455,225,230,165,30,55,75,3,1887,159,404,99,1,100,0,87,13,10,3,0,78,22,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,0,5,5,5,5,10,15,0,250,195,50,2,1042,50,25,24,1,8055,1,5,61,-99999,2.8,3.5,4.2,204.3
BU01770909,01770909,Buitengebied Laag Zuthem,Raalte,Buurt,BU01770909,1,255,135,115,100,25,35,40,3,27,96,478,85,15,91,9,74,26,0,26,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,20,5,10,0,5,5,5,5,165,120,45,2,18,20,968,946,22,8055,1,5,28,-99999,-99999,-99999,-99999,371.3
BU01800000,01800000,Staphorst plan-Oost,Staphorst,Buurt,BU01800000,1,430,210,220,160,50,40,70,3,1750,179,351,65,35,87,13,77,22,0,22,1,72,28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,85,5,15,25,10,10,15,5,5,200,155,45,1,816,30,25,25,0,7951,1,4,740,-99999,2,2.7,3.3,357
BU01800001,01800001,Staphorst plan-West,Staphorst,Buurt,BU01800001,1,345,170,170,120,40,25,60,3,959,107,340,69,31,97,3,80,20,0,20,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,0,10,15,5,0,5,5,0,175,155,20,2,495,10,36,36,0,7951,1,4,644,-99999,1,1.9,1.9,364.4
BU01800002,01800002,Staphorst streek-West,Staphorst,Buurt,BU01800002,1,975,485,490,295,60,70,165,3,769,326,348,77,23,88,12,84,16,0,16,0,83,17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,130,20,40,25,5,10,15,5,5,500,420,80,2,395,45,127,127,0,7951,1,5,298,-99999,3.7,4.3,5,361.1
BU01800003,01800003,Staphorst streek-Oost,Staphorst,Buurt,BU01800003,1,1085,560,525,330,60,85,185,3,688,346,353,85,15,90,10,88,12,0,12,0,72,28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,150,30,45,30,5,10,15,5,10,510,420,90,2,324,60,158,158,0,7951,1,5,385,-99999,3.3,3.6,4.3,378.3
BU01800004,01800004,Industrieterrein Staphorst,Staphorst,Buurt,BU01800004,1,185,95,85,50,5,15,30,3,301,61,360,75,25,85,15,89,11,0,11,0,79,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,125,5,45,45,5,10,10,0,0,300,160,140,-99999,-99999,20,61,61,0,7951,1,5,419,-99999,-99999,-99999,-99999,-99999
BU01800005,01800005,Staphorst-Zuid,Staphorst,Buurt,BU01800005,1,3220,1650,1575,1185,275,365,550,3,3008,1174,333,98,2,99,1,77,23,22,1,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,220,0,70,35,10,25,35,25,20,1705,1415,290,1,1594,200,107,107,0,7951,1,4,699,-99999,3.2,5.2,6.8,233.9
BU01800006,01800006,Staphorst-Noord,Staphorst,Buurt,BU01800006,1,1965,970,995,795,310,210,265,2,2528,834,274,74,26,95,5,53,47,29,18,0,79,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,125,5,35,30,5,5,15,25,10,945,800,140,1,1217,95,78,78,0,7951,1,4,568,-99999,7.7,12,16.6,107.3
BU01800007,01800007,De Slagen,Staphorst,Buurt,BU01800007,1,805,410,395,265,70,50,145,3,921,224,378,100,0,100,0,99,1,0,1,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,0,15,5,0,0,10,15,5,310,250,60,1,358,35,87,87,0,7951,1,5,494,-99999,0,0,0,190.8
BU01800100,01800100,Rouveen kern,Staphorst,Buurt,BU01800100,1,1580,815,760,530,100,145,290,3,4197,545,334,95,5,96,4,87,13,10,4,0,57,43,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,110,0,30,15,5,15,25,10,10,805,675,130,2,2142,85,38,38,0,7954,1,5,235,-99999,1.5,2.3,2.8,191.9
BU01800101,01800101,Rouveen Streek-Zuid,Staphorst,Buurt,BU01800101,1,985,515,465,335,85,90,155,3,199,326,358,64,36,94,6,78,22,7,14,0,71,29,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,110,25,25,25,5,10,10,10,5,520,435,85,2,105,55,496,494,2,7954,1,5,111,-99999,3.1,4.7,6.9,263.1
BU01800102,01800102,Rouveen Streek-Noord,Staphorst,Buurt,BU01800102,1,1230,640,595,360,70,85,210,3,518,375,360,70,30,94,6,81,19,0,19,0,80,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,135,25,35,25,5,15,15,10,5,685,560,125,2,288,65,239,238,1,7954,1,5,174,-99999,1.1,1.4,2,332.8
BU01800206,01800206,Verspreide huizen Dedemsvaart,Staphorst,Buurt,BU01800206,1,80,40,40,30,10,5,10,3,23,27,363,81,19,93,7,67,33,0,33,0,85,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,25,10,-99999,-99999,0,336,334,2,7954,1,5,31,-99999,-99999,-99999,-99999,-99999
BU01800207,01800207,Verspreide huizen Bisschops- en Munnikenslag,Staphorst,Buurt,BU01800207,1,70,30,45,20,0,5,10,4,14,21,515,71,29,95,5,76,24,0,24,0,57,43,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,25,20,5,-99999,-99999,0,519,519,0,7951,4,5,38,-99999,-99999,-99999,-99999,-99999
BU01800208,01800208,Verspreide huizen Geerenland,Staphorst,Buurt,BU01800208,1,30,15,15,10,0,0,5,4,9,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,385,383,2,7954,3,5,11,-99999,-99999,-99999,-99999,-99999
BU01800209,01800209,Verspreide huizen Oldmaten,Staphorst,Buurt,BU01800209,1,230,135,100,70,10,15,45,3,9,75,414,68,32,89,11,81,19,0,19,0,76,24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,55,35,5,5,0,0,5,5,0,120,65,50,2,5,15,2653,2597,56,7954,2,5,8,-99999,-99999,-99999,-99999,-99999
BU01800305,01800305,Verspreide huizen Lankhorst,Staphorst,Buurt,BU01800305,1,175,90,85,50,5,15,30,4,50,45,455,82,18,96,4,89,11,0,11,0,67,33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,20,10,5,0,5,5,0,0,80,60,20,-99999,-99999,5,354,354,0,7951,1,5,56,-99999,-99999,-99999,-99999,-99999
BU01800306,01800306,Verspreide huizen Leyen,Staphorst,Buurt,BU01800306,1,385,190,195,110,20,30,65,3,46,108,399,81,19,94,6,93,6,0,6,1,70,30,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,20,25,20,5,0,5,0,0,165,125,45,2,20,25,838,838,0,7951,1,5,169,-99999,-99999,-99999,-99999,-99999
BU01800307,01800307,Verspreide huizen Berger Achthoven en omgeving,Staphorst,Buurt,BU01800307,1,115,60,55,35,5,10,20,4,25,32,397,88,13,94,6,100,0,0,0,0,88,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,125,10,50,20,10,10,20,5,5,160,110,50,-99999,-99999,10,464,461,3,7951,1,5,199,-99999,-99999,-99999,-99999,-99999
BU01800308,01800308,Verspreide huizen Heidehoogten,Staphorst,Buurt,BU01800308,1,155,75,75,50,10,15,25,3,58,52,383,88,12,94,6,90,10,0,10,0,85,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30,15,0,5,0,0,5,0,0,85,65,20,-99999,-99999,10,260,260,0,7951,1,5,151,-99999,-99999,-99999,-99999,-99999
BU01800309,01800309,Verspreide huizen Rechterensweg en omgeving,Staphorst,Buurt,BU01800309,1,590,315,275,175,30,50,100,3,39,183,447,83,17,92,8,85,15,0,15,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,100,45,10,10,5,5,10,10,5,285,190,100,2,19,30,1578,1526,52,7951,1,5,293,-99999,3.5,5.2,5.2,473.8
BU01800400,01800400,IJhorst,Staphorst,Buurt,BU01800400,1,805,390,415,380,130,135,115,2,1573,378,330,93,7,98,2,71,29,19,10,0,87,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,0,15,15,5,5,20,10,10,560,415,145,2,1094,70,52,51,0,7955,1,5,202,-99999,5.3,7.8,9.2,169.5
BU01800409,01800409,Verspreide huizen IJhorst,Staphorst,Buurt,BU01800409,1,775,400,375,370,135,155,80,2,35,189,467,85,15,90,10,88,12,0,12,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,155,30,20,30,5,10,35,15,15,500,345,155,1,23,55,2223,2214,9,7955,2,5,117,-99999,5.9,6.7,7.6,151.2
BU01800509,01800509,Verspreide huizen Punthorst,Staphorst,Buurt,BU01800509,1,990,520,470,340,85,105,155,3,69,333,412,80,20,92,8,85,15,0,15,0,84,16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,175,70,35,20,5,10,20,10,5,545,415,130,2,38,60,1443,1439,4,7715,1,5,44,-99999,3.4,3.4,5.8,368.4
BU01800609,01800609,Verspreide huizen Lankhorst,Staphorst,Buurt,BU01800609,1,330,165,160,120,30,40,50,3,69,125,352,82,18,96,4,82,18,0,18,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,20,10,5,0,5,5,5,5,250,195,55,2,52,15,492,476,16,7951,1,5,50,-99999,1.7,1.7,4.3,330.1
BU01800709,01800709,Verspreide huizen Zwartewatersklooster en Holtrust,Staphorst,Buurt,BU01800709,1,60,30,25,25,5,5,10,3,12,24,501,92,8,96,4,88,13,0,13,0,71,29,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,25,10,-99999,-99999,10,523,495,28,7954,1,5,103,-99999,-99999,-99999,-99999,-99999
BU01830000,01830000,Tubbergen-Dorp,Tubbergen,Buurt,BU01830000,1,4695,2295,2400,2010,675,660,675,2,1438,2182,347,73,27,95,5,60,40,24,16,0,77,23,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,465,10,60,115,20,45,70,95,45,2540,2125,415,1,778,220,326,326,0,7651,1,4,660,-99999,4.9,8.8,12.6,150.2
BU01830008,01830008,Verspreide huizen Manderveen,Tubbergen,Buurt,BU01830008,1,635,325,315,235,45,75,115,3,63,255,445,76,24,92,8,82,16,2,15,1,76,24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,100,40,15,15,0,0,10,10,10,360,290,75,2,36,40,1006,1006,0,7664,1,5,35,-99999,3,4.2,5.1,297
BU01830009,01830009,Verspreide huizen Tubbergen,Tubbergen,Buurt,BU01830009,1,1090,580,510,375,85,95,195,3,76,409,467,67,33,92,8,70,30,11,19,0,48,52,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,180,35,30,40,5,30,15,15,10,580,450,135,2,40,60,1441,1436,4,7651,1,5,236,-99999,2.5,3.1,5.3,369
BU01830100,01830100,Albergen kern,Tubbergen,Buurt,BU01830100,1,2025,1040,990,800,185,275,340,3,1602,810,380,92,8,98,2,79,21,15,5,1,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,220,5,45,45,15,25,35,30,20,1155,935,220,1,912,115,126,126,0,7665,1,5,319,-99999,2.4,3.9,5.9,242.9
BU01830109,01830109,Verspreide huizen Albergen,Tubbergen,Buurt,BU01830109,1,1570,810,760,580,130,175,270,3,76,608,472,63,37,93,7,74,26,3,22,0,63,37,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,255,70,35,40,5,20,35,25,20,990,795,195,2,48,130,2083,2071,12,7665,1,5,118,-99999,5.4,6.1,8.1,345.9
BU01830200,01830200,Harbrinkhoek kern,Tubbergen,Buurt,BU01830200,1,950,485,465,360,70,125,170,3,1342,364,391,95,5,98,2,85,14,8,6,0,80,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,115,0,20,25,5,15,25,10,15,670,550,120,2,943,60,71,71,0,7615,1,5,183,-99999,3.4,3.7,4,229.6
BU01830201,01830201,Mariaparochie,Tubbergen,Buurt,BU01830201,1,230,125,110,100,20,40,40,2,1236,100,340,96,4,98,2,69,31,26,5,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,0,5,5,0,5,5,15,5,135,120,15,1,708,25,19,19,0,7614,1,5,287,-99999,-99999,-99999,-99999,-99999
BU01830209,01830209,Verspreide huizen Harbrinkhoek,Tubbergen,Buurt,BU01830209,1,705,350,355,250,45,80,125,3,168,261,459,66,34,93,7,80,20,5,15,0,65,35,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,20,15,10,0,5,15,10,5,305,245,60,1,73,25,422,420,2,7615,1,5,133,-99999,1.2,2.9,4.1,327.4
