scenario,iteration,year,heating_system,ownership,installed_cumulative,installed_current,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,removed_this_year
1,baseline,1,2044,NATURAL_GAS_BLOCK,TOTAL,24,0,3,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2045,NATURAL_GAS_BLOCK,TOTAL,24,0,0,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2046,NATURAL_GAS_BLOCK,TOTAL,21,0,3,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2047,NATURAL_GAS_BLOCK,TOTAL,18,0,3,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2048,NATURAL_GAS_BLOCK,TOTAL,18,0,0,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2049,NATURAL_GAS_BLOCK,TOTAL,18,0,0,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2050,NATURAL_GAS_BLOCK,TOTAL,17,0,1,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2023,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,15641,15641,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2024,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,13752,0,1889,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2025,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,12549,0,1203,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2026,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,11423,0,1126,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2027,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,10256,0,1167,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2028,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,9037,0,1219,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2029,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,7855,0,1182,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2030,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,6621,0,1234,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2031,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,5438,0,1183,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2032,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,4194,0,1244,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2033,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,2967,0,1227,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2034,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,1564,0,1403,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2035,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,377,0,1187,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2036,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,377,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2037,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2038,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2039,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2040,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2041,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2042,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2043,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2044,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2045,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2046,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2047,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2048,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2049,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2050,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,0,0,0,15641,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2023,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,7608,7608,0,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2024,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,7599,0,9,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2025,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,7584,0,15,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2026,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,7569,0,15,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2027,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,7351,0,218,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2028,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,6955,0,396,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2029,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,6613,0,342,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2030,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,5942,0,671,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2031,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,4961,0,981,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2032,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,3075,0,1886,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2033,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,1706,0,1369,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2034,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,1135,0,571,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2035,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,777,0,358,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2036,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,536,0,241,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2037,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,320,0,216,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2038,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,137,0,183,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2039,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,38,0,99,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2040,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,33,0,5,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2041,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,31,0,2,7608,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2042,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,28,0,3,7608,0.0,0.0,0.0,0.0,0.0
