buurtcode,district_heating,district_heating_infra,installatie_code,installatie,infra_code,infra,status_code,status,isolatiegraad_code,isolatiegraad,start_jaar,eind_jaar
BU0363FQ07,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363FQ08,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363FQ09,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363FQ10,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KA01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KA02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KA03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KA04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KA05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KA06,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363KB01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KB02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KC01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KC02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KC03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KC04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD05,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KD07,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD08,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD09,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KD10,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KE01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KE02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KE03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KE04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KE05,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KF01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KF02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KF03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KF04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KG01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KG02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KG03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KH01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KH02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KH03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KH04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KH05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KH06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363KJ01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363KJ02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KJ03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KJ04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KJ05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KJ06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KK01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KK02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KK03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KK04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KK05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KK06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KL01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KL02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KM01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KM02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KM03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KM04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KM05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KN01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KN02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KP01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363KP02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363KP03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363KP04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363KP05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363KQ01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363KQ02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363KQ03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KQ04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2032
BU0363KQ05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KQ06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2032
BU0363KR01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363KR02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2032
BU0363KR03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2032
BU0363KR04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MA01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA07,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA08,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363MA09,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MA10,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MA11,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363MB01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MB02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MB03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MC01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MC02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MC03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MC04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MD01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MD02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363ME01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363ME02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363ME03,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MF01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MF02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MF03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MG01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MG02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MG03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MG04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MH01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MH02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MH03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MH04,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MH05,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MH06,TRUE,TRUE,15,"hWP,eWP,Wnet",4,"E,W",onbekend,Voorsorterend. Langs de grens tussen Duivendrecht en Diemen-Zuid loopt een bestaand warmtenet van Vattenfal (MT/HT).Haalbaarheid onderzoeken voor een LT-warmtenet via Aquathermie en (in combinatie met) restwarmte datacenter.,0,Onbekend,0,0
BU0363MJ01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MJ02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MJ03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MJ04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MJ05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MK01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MK02,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MK03,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU0363MK04,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MK05,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363ML01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363ML02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363ML03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MM01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MM02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MM03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MM04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363MM05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MM06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MM07,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MM08,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MN01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MN02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363MN03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363MN04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363MN05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363MN06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MN07,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363MN08,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MN09,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MP01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MP02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MP03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MQ01,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MQ02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MQ03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363MQ04,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363MQ05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363MQ06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363MQ07,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363NA01,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NA02,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NA03,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NA04,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NA05,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NA06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NA07,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NB01,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NB02,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NB03,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NB04,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NB05,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NB06,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NB07,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NC01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NC02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NC03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2032
BU0363NC04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363ND01,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363ND02,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NE01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NE02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NE03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NE04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NE05,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NE06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NF01,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NF02,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NF03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NF04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NF05,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NG01,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NG02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NG03,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363NH01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NH02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NH03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NH04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NH05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NH06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363NJ01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NJ02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NJ03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NJ04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NJ05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NJ06,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NK01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NK02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NK03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NL01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NL02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NL03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NL04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363NM01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NN01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
