buurtcode,district_heating,district_heating_infra,installatie_code,installatie,infra_code,infra,status_code,status,isolatiegraad_code,isolatiegraad,start_jaar,eind_jaar
BU08242002,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08242003,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08242004,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08242005,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08260000,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2030,0
BU08260100,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260101,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260102,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260200,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260201,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260300,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260301,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260400,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260401,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260500,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260501,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260502,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260503,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260504,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260505,FALSE,FALSE,1,Hr,3,"E,G",orienterend,voorkeursoptie,0,Onbekend,2040,0
BU08260600,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260601,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260602,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260603,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260604,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260605,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260606,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260607,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260700,FALSE,FALSE,14,"hWP,eWP,Hr",0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2030,0
BU08260701,FALSE,FALSE,14,"hWP,eWP,Hr",0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2030,0
BU08260702,FALSE,FALSE,14,"hWP,eWP,Hr",0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2030,0
BU08260703,FALSE,FALSE,14,"hWP,eWP,Hr",0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2030,0
BU08260800,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260801,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260900,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08260901,FALSE,FALSE,14,"hWP,eWP,Hr",0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2030,0
BU08260902,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,0,0
BU08261000,FALSE,FALSE,3,eWP,2,E,"In concept (orienterend). Sommige buurten hebben een lage bebouwingsdichtheid, met veel vrijstaande huizen of twee-onder-een-kap woningen. Dit zijn delen in de dorpskernen van Raamsdonk en in het zuidoostelijke gedeelte van Raamsdonksveer. Daarnaast zijn","Voorkeursoptie. In deze buurten liggen individuele oplossingen, meestal een warmtepomp, het meest voor de hand. Woningeigenaren kunnen stap voor stap maatregelen nemen, bijvoorbeeld door eerst te isoleren en een paar jaar later de CV ketel te vervangen d",8,Schillabel D/C (<1940) A/B (overig),2021,2050
BU08261001,FALSE,FALSE,3,eWP,2,E,"In concept (afwachend). De gemeente kiest hier voor een natuurlijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing.",voorsorterend. Voor deze gebieden liggen individuele warmteoplossingen per gebouw voor de hand.,8,Schillabel D/C (<1940) A/B (overig),2025,2044
BU08261100,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261109,FALSE,FALSE,0,Onbekend,0,Onbekend,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261200,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261208,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261209,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261300,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261307,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261308,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08261309,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU08280000,TRUE,TRUE,4,Wnet,4,"E,W","In concept (verkennend). In Schadewijk spelen meerdere natuurlijke momenten, waardoor er in de komende periode veel gaat gebeuren in de wijk. De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In dekomende 2 jaar",kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280001,TRUE,TRUE,4,Wnet,4,"E,W","In concept (verkennend). In Schadewijk spelen meerdere natuurlijke momenten, waardoor er in de komende periode veel gaat gebeuren in de wijk. De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In dekomende 2 jaar",kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280002,TRUE,TRUE,4,Wnet,4,"E,W","In concept (verkennend). In Schadewijk spelen meerdere natuurlijke momenten, waardoor er in de komende periode veel gaat gebeuren in de wijk. De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In dekomende 2 jaar",kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280100,TRUE,TRUE,4,Wnet,4,"E,W","In concept (verkennend). In Schadewijk spelen meerdere natuurlijke momenten, waardoor er in de komende periode veel gaat gebeuren in de wijk. De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In dekomende 2 jaar",kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280101,TRUE,TRUE,4,Wnet,4,"E,W","In concept (verkennend). In Schadewijk spelen meerdere natuurlijke momenten, waardoor er in de komende periode veel gaat gebeuren in de wijk. De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In dekomende 2 jaar",kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280102,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",In concept (verkennend). De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In de komende 2 jaar wil de gemeente daarmee meer duidelijkheid kunnen bieden over wat een overstap naar een warmtenet betekent voor bewo,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280103,TRUE,TRUE,4,Wnet,4,"E,W","In concept (verkennend). In Schadewijk spelen meerdere natuurlijke momenten, waardoor er in de komende periode veel gaat gebeuren in de wijk. De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In dekomende 2 jaar",kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280104,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",In concept (verkennend). De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In de komende 2 jaar wil de gemeente daarmee meer duidelijkheid kunnen bieden over wat een overstap naar een warmtenet betekent voor bewo,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280105,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",In concept (verkennend). De gemeente is voornemens de verkenning voor een warmtenet in 2022 en 2023 voort te zetten. In de komende 2 jaar wil de gemeente daarmee meer duidelijkheid kunnen bieden over wat een overstap naar een warmtenet betekent voor bewo,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2022,2035
BU08280106,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280200,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280201,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280202,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280300,TRUE,TRUE,4,Wnet,4,"E,W",In concept (afwachtend). Vanaf 2025 wordt voor elke buurt een buurtuitvoeringsplan gemaakt. Hierin wordt onderzocht welke warmtevoorziening het beste past. De haalbaarheid en financiele gevolgen van diverse opties worden doorgerekend. Vervolgens wordt me,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2025,2040
BU08280301,FALSE,FALSE,2,hWP,3,"E,G","In concept (afwachtend). Tenzij er zich nieuwe (nog onvoorziene) ontwikkelingen voordoen, wordt voor deze buurten vanaf 2040 gestart met gedetailleerd onderzoek naar aardgasvrije voorzieningen en het opstellen van buurtuitvoeringsplannen. Uiterlijk 2050",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2040,2050
BU08280302,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280303,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280304,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280305,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280306,FALSE,FALSE,2,hWP,3,"E,G","In concept (afwachtend). Tenzij er zich nieuwe (nog onvoorziene) ontwikkelingen voordoen, wordt voor deze buurten vanaf 2040 gestart met gedetailleerd onderzoek naar aardgasvrije voorzieningen en het opstellen van buurtuitvoeringsplannen. Uiterlijk 2050",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2040,2050
BU08280307,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280400,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",In concept (afwachtend). Vanaf 2025 wordt voor elke buurt een buurtuitvoeringsplan gemaakt. Hierin wordt onderzocht welke warmtevoorziening het beste past. De haalbaarheid en financiele gevolgen van diverse opties worden doorgerekend. Vervolgens wordt me,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2025,2040
BU08280401,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",In concept (afwachtend). Vanaf 2025 wordt voor elke buurt een buurtuitvoeringsplan gemaakt. Hierin wordt onderzocht welke warmtevoorziening het beste past. De haalbaarheid en financiele gevolgen van diverse opties worden doorgerekend. Vervolgens wordt me,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2025,2040
BU08280402,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280403,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280404,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280500,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280501,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280502,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280503,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280600,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280601,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280602,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280603,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280604,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280605,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280606,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280607,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280608,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280700,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280701,TRUE,TRUE,8,"eWP,Wnet",4,"E,W","In concept (afwachtend). In de gearceerde gebieden hangt het tempo af van de kans om aan te sluiten op een warmtenet. Als een collectieve oplossing (warmtenet) de meest aantrekkelijke oplossing blijkt, dan gaan de buurten op middellange termijn van het a",voorsorterend,8,Schillabel D/C (<1940) A/B (overig),2022,2040
BU08280702,TRUE,TRUE,4,Wnet,4,"E,W",In concept (afwachtend). Vanaf 2025 wordt voor elke buurt een buurtuitvoeringsplan gemaakt. Hierin wordt onderzocht welke warmtevoorziening het beste past. De haalbaarheid en financiele gevolgen van diverse opties worden doorgerekend. Vervolgens wordt me,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2025,2040
BU08280703,FALSE,FALSE,3,eWP,2,E,"In concept (afwachtend). In deze buurten kiezen we voor een geleidelijk tempo: niet de hele buurt tegelijk, maar elk gebouw op een logisch moment, bijvoorbeeld bij een verbouwing of verhuizing. De gemeente wil bewoners hier zo lang mogelijk de tijd voor",voorsorterend. Individuele oplossingen,8,Schillabel D/C (<1940) A/B (overig),2022,2050
BU08280704,TRUE,TRUE,4,Wnet,4,"E,W",In concept (afwachtend). Vanaf 2025 wordt voor elke buurt een buurtuitvoeringsplan gemaakt. Hierin wordt onderzocht welke warmtevoorziening het beste past. De haalbaarheid en financiele gevolgen van diverse opties worden doorgerekend. Vervolgens wordt me,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2025,2040
BU08280705,TRUE,TRUE,4,Wnet,4,"E,W",In concept (afwachtend). Vanaf 2025 wordt voor elke buurt een buurtuitvoeringsplan gemaakt. Hierin wordt onderzocht welke warmtevoorziening het beste past. De haalbaarheid en financiele gevolgen van diverse opties worden doorgerekend. Vervolgens wordt me,kansrijke optie. Warmtenet kansrijk,8,Schillabel D/C (<1940) A/B (overig),2025,2040
