buurtcode,municipality,a_hh,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_gas,g_gas_ap,g_tw,g_gas_hw,g_gas_2w,g_gas_vw,p_stadsv,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_lan_ha,pst_mvp,bev_share,bev_from_data,policy_plan,policy_start_jaar,policy_eind_jaar,policy_infra_w
BU17290101,GM1729,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,10.0,155.0,34.0,6321.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU17290102,GM1729,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,66.0,6321.0,0.05,1,NONE,0,0,0
BU17290103,GM1729,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,6289.0,0.08,1,NONE,0,0,0
BU17290109,GM1729,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,781.0,6321.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU17290200,GM1729,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,10.0,20.0,15.0,5.0,10.0,35.0,30.0,15.0,915.0,126.0,6287.0,0.05,1,NONE,0,0,0
BU17290201,GM1729,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,5.0,10.0,5.0,0.0,105.0,37.0,6287.0,0.05,1,NONE,0,0,0
BU17290202,GM1729,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,21.0,6287.0,0.05,1,NONE,0,0,0
BU17290209,GM1729,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,6287.0,0.05,1,NONE,2022,2030,0
BU17290300,GM1729,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,10.0,20.0,0.0,5.0,15.0,10.0,5.0,490.0,94.0,6286.0,0.04,1,NONE,0,0,0
BU17290301,GM1729,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,15.0,10.0,0.0,0.0,15.0,5.0,5.0,245.0,41.0,6286.0,0.04,1,NONE,0,0,0
BU17290302,GM1729,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,5.0,5.0,0.0,5.0,15.0,10.0,10.0,415.0,61.0,6286.0,0.04,1,NONE,0,0,0
BU17290309,GM1729,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,678.0,6286.0,0.04,1,NONE,2022,2030,0
BU17290400,GM1729,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,5.0,20.0,40.0,0.0,10.0,20.0,40.0,25.0,800.0,159.0,6281.0,0.06,1,NONE,0,0,0
BU17290401,GM1729,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,70.0,57.0,6281.0,0.06,1,NONE,0,0,0
BU17290402,GM1729,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,5.0,0.0,0.0,10.0,5.0,5.0,145.0,108.0,6281.0,0.06,1,NONE,0,0,0
BU17290409,GM1729,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,90.0,811.0,6281.0,0.06,1,NONE,0,0,0
BU17290500,GM1729,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,10.0,25.0,5.0,0.0,10.0,10.0,15.0,410.0,68.0,6285.0,0.05,1,NONE,0,0,0
BU17290501,GM1729,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,65.0,6285.0,0.05,1,NONE,0,0,0
BU17290509,GM1729,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,5.0,15.0,0.0,5.0,10.0,5.0,0.0,110.0,606.0,6285.0,0.05,1,NONE,0,0,0
BU17290600,GM1729,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,5.0,20.0,0.0,5.0,10.0,10.0,10.0,240.0,238.0,6277.0,0.06,1,NONE,0,0,0
BU17290601,GM1729,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,5.0,10.0,0.0,5.0,5.0,5.0,0.0,95.0,239.0,6276.0,0.06,1,NONE,0,0,0
BU17290602,GM1729,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,155.0,6278.0,0.09,1,NONE,0,0,0
BU17290603,GM1729,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,87.0,6277.0,0.06,1,NONE,2022,2025,0
BU18830001,GM1883,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,40.0,65.0,40.0,15.0,105.0,90.0,55.0,2665.0,158.0,6135.0,0.22,1,DISTRICT_HEATING,2022,0,1
BU18830008,GM1883,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,65.0,110.0,30.0,30.0,105.0,55.0,30.0,560.0,159.0,6135.0,0.22,1,DISTRICT_HEATING,2022,0,1
BU18830100,GM1883,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,50.0,295.0,30.0,50.0,145.0,115.0,85.0,1505.0,81.0,6131.0,0.04,1,NONE,2022,0,0
BU18830101,GM1883,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,15.0,15.0,5.0,0.0,10.0,20.0,10.0,750.0,65.0,6134.0,0.02,1,DISTRICT_HEATING,2022,0,1
BU18830102,GM1883,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,55.0,60.0,20.0,25.0,130.0,145.0,50.0,2300.0,127.0,6133.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU18830103,GM1883,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,5.0,20.0,40.0,25.0,70.0,155.0,95.0,45.0,1970.0,168.0,6132.0,0.07,1,DISTRICT_HEATING,2022,0,1
BU18830109,GM1883,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,5.0,0.0,0.0,5.0,10.0,5.0,35.0,250.0,6137.0,0.03,1,NONE,2022,0,0
BU18830200,GM1883,1730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,5.0,45.0,35.0,20.0,10.0,70.0,65.0,40.0,1695.0,81.0,6136.0,0.04,1,NONE,0,0,0
BU18830201,GM1883,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,25.0,35.0,10.0,10.0,35.0,45.0,40.0,1535.0,60.0,6136.0,0.04,1,NONE,2022,0,0
BU18830202,GM1883,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,35.0,40.0,10.0,5.0,20.0,35.0,25.0,1150.0,50.0,6137.0,0.03,1,NONE,2022,0,0
BU18830203,GM1883,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,10.0,10.0,10.0,0.0,30.0,30.0,15.0,920.0,48.0,6137.0,0.03,1,NONE,2022,0,0
BU18830204,GM1883,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,25.0,25.0,5.0,5.0,20.0,15.0,20.0,725.0,37.0,6137.0,0.03,1,NONE,2022,0,0
BU18830205,GM1883,2695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,45.0,50.0,30.0,20.0,100.0,110.0,55.0,3305.0,155.0,6132.0,0.07,1,NONE,2022,0,0
BU18830208,GM1883,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,55.0,90.0,20.0,25.0,45.0,20.0,5.0,775.0,267.0,6136.0,0.04,1,NONE,0,0,0
BU18830209,GM1883,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,93.0,6136.0,0.04,1,NONE,0,0,0
BU18830300,GM1883,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,5.0,55.0,60.0,15.0,35.0,90.0,80.0,60.0,2640.0,315.0,6151.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU18830301,GM1883,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,10.0,0.0,0.0,5.0,5.0,5.0,60.0,148.0,6153.0,0.03,1,NONE,2022,2030,0
BU18830400,GM1883,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,25.0,15.0,5.0,0.0,15.0,15.0,20.0,710.0,285.0,6143.0,0.03,1,NONE,2022,0,0
BU18830401,GM1883,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,5.0,20.0,30.0,10.0,10.0,60.0,55.0,30.0,1495.0,289.0,6141.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU18830402,GM1883,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,20.0,15.0,10.0,10.0,25.0,30.0,20.0,765.0,307.0,6142.0,0.04,1,DISTRICT_HEATING,2022,0,1
BU18830501,GM1883,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,105.0,255.0,45.0,65.0,155.0,120.0,90.0,2370.0,163.0,6161.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU18830502,GM1883,2315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,5.0,55.0,80.0,25.0,35.0,80.0,90.0,50.0,2355.0,115.0,6162.0,0.04,1,DISTRICT_HEATING,2022,0,1
BU18830503,GM1883,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,5.0,135.0,155.0,40.0,25.0,95.0,95.0,70.0,3865.0,377.0,6163.0,0.02,1,DISTRICT_HEATING,2022,0,1
BU18830504,GM1883,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,45.0,60.0,15.0,25.0,70.0,85.0,55.0,2470.0,203.0,6164.0,0.04,1,DISTRICT_HEATING,2022,0,1
BU18830505,GM1883,2440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,45.0,60.0,25.0,25.0,75.0,95.0,75.0,2500.0,111.0,6165.0,0.04,1,DISTRICT_HEATING,2022,0,1
BU18830506,GM1883,2670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,5.0,45.0,65.0,25.0,30.0,105.0,90.0,55.0,2770.0,166.0,6166.0,0.03,1,DISTRICT_HEATING,2022,0,1
BU18830507,GM1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,40.0,10.0,0.0,5.0,40.0,0.0,5.0,20.0,823.0,6163.0,0.02,1,DISTRICT_HEATING,2022,0,1
BU18830601,GM1883,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,5.0,15.0,20.0,5.0,5.0,20.0,20.0,15.0,720.0,84.0,6123.0,0.03,1,NONE,0,0,0
BU18830602,GM1883,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,25.0,25.0,10.0,5.0,40.0,40.0,25.0,1170.0,100.0,6122.0,0.02,1,NONE,0,0,0
BU18830603,GM1883,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,5.0,30.0,60.0,20.0,5.0,45.0,55.0,30.0,1440.0,151.0,6121.0,0.05,1,NONE,2022,0,0
BU18830604,GM1883,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,25.0,35.0,15.0,10.0,70.0,50.0,20.0,1670.0,99.0,6121.0,0.05,1,NONE,0,0,0
BU18830606,GM1883,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,135.0,651.0,6121.0,0.05,1,NONE,2022,0,0
BU18830607,GM1883,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,35.0,35.0,25.0,15.0,10.0,5.0,0.0,140.0,354.0,6121.0,0.05,1,NONE,2022,0,0
BU18830609,GM1883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,539.0,6121.0,0.05,1,NONE,0,0,0
BU18830700,GM1883,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,5.0,25.0,25.0,5.0,10.0,35.0,25.0,30.0,1160.0,212.0,6125.0,0.05,1,NONE,0,0,0
BU18830701,GM1883,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,10.0,15.0,5.0,5.0,15.0,10.0,10.0,465.0,263.0,6124.0,0.03,1,NONE,0,0,0
BU18830702,GM1883,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,10.0,35.0,35.0,10.0,10.0,60.0,50.0,30.0,1425.0,308.0,6127.0,0.04,1,NONE,0,0,0
BU18940000,GM1894,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,15.0,30.0,30.0,5.0,10.0,20.0,10.0,20.0,845.0,564.0,5985.0,0.03,1,NONE,2022,0,0
BU18940001,GM1894,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,25.0,20.0,15.0,5.0,10.0,20.0,25.0,10.0,655.0,695.0,5984.0,0.04,1,NONE,0,0,0
BU18940002,GM1894,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,100.0,566.0,5985.0,0.03,1,NONE,0,0,0
BU18940003,GM1894,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,0.0,5.0,5.0,5.0,10.0,0.0,5.0,140.0,515.0,5985.0,0.03,1,NONE,0,0,0
BU18940100,GM1894,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,25.0,55.0,65.0,15.0,20.0,30.0,45.0,20.0,1180.0,629.0,5986.0,0.03,1,NONE,0,0,0
BU18940101,GM1894,3205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,10.0,125.0,215.0,35.0,65.0,155.0,160.0,85.0,3810.0,372.0,5981.0,0.04,1,NONE,0,0,0
BU18940102,GM1894,2455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,10.0,40.0,80.0,20.0,50.0,95.0,95.0,65.0,3145.0,690.0,5988.0,0.05,1,NONE,0,0,0
BU18940104,GM1894,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,195.0,311.0,5981.0,0.04,1,NONE,0,0,0
BU18940105,GM1894,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,25.0,20.0,10.0,10.0,10.0,25.0,20.0,10.0,665.0,565.0,5987.0,0.05,1,NONE,0,0,0
BU18940106,GM1894,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,10.0,15.0,0.0,5.0,10.0,5.0,0.0,135.0,449.0,5981.0,0.04,1,NONE,0,0,0
BU18940107,GM1894,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,135.0,463.0,5986.0,0.03,1,NONE,0,0,0
BU18940108,GM1894,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,35.0,10.0,30.0,5.0,10.0,20.0,10.0,5.0,380.0,523.0,5988.0,0.05,1,NONE,0,0,0
BU18940109,GM1894,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,145.0,568.0,5987.0,0.05,1,NONE,0,0,0
BU18940200,GM1894,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,10.0,45.0,60.0,20.0,40.0,80.0,55.0,30.0,1685.0,235.0,5995.0,0.05,1,NONE,2022,2030,0
BU18940203,GM1894,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,15.0,15.0,5.0,5.0,10.0,10.0,5.0,445.0,194.0,5995.0,0.05,1,NONE,2022,2030,0
BU18940204,GM1894,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,5.0,10.0,0.0,0.0,5.0,5.0,0.0,110.0,336.0,5995.0,0.05,1,NONE,2030,0,0
BU18940208,GM1894,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,5.0,10.0,0.0,5.0,5.0,0.0,5.0,125.0,765.0,5995.0,0.05,1,NONE,2022,2030,0
BU18940209,GM1894,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,584.0,5995.0,0.05,1,NONE,0,0,0
BU18940300,GM1894,2205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,5.0,65.0,65.0,20.0,30.0,80.0,70.0,50.0,2800.0,170.0,5993.0,0.04,1,NONE,0,0,0
BU18940308,GM1894,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,25.0,10.0,10.0,0.0,10.0,15.0,10.0,10.0,330.0,1006.0,5993.0,0.04,1,NONE,2030,0,0
BU18940309,GM1894,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,65.0,35.0,55.0,20.0,25.0,35.0,35.0,15.0,645.0,2039.0,5993.0,0.04,1,NONE,2030,0,0
BU18940400,GM1894,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,20.0,65.0,110.0,25.0,35.0,70.0,75.0,60.0,2875.0,297.0,5991.0,0.04,1,NONE,2030,0,1
BU18940402,GM1894,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,73.0,5991.0,0.04,1,NONE,0,0,0
BU18940403,GM1894,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,10.0,15.0,0.0,10.0,20.0,15.0,5.0,470.0,112.0,5991.0,0.04,1,NONE,0,0,0
BU18940408,GM1894,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,15.0,5.0,15.0,0.0,5.0,10.0,5.0,5.0,245.0,473.0,5991.0,0.04,1,NONE,2030,0,0
BU18940409,GM1894,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,15.0,10.0,5.0,0.0,5.0,5.0,5.0,5.0,140.0,767.0,5991.0,0.04,1,NONE,2030,0,0
BU18940500,GM1894,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,25.0,125.0,115.0,30.0,60.0,85.0,70.0,65.0,3015.0,278.0,5768.0,0.04,1,NONE,2020,2050,0
BU18940502,GM1894,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,15.0,5.0,0.0,0.0,5.0,5.0,5.0,130.0,223.0,5768.0,0.04,1,NONE,0,0,0
BU18940506,GM1894,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,10.0,5.0,0.0,5.0,10.0,0.0,5.0,65.0,260.0,5768.0,0.04,1,NONE,2020,2050,0
BU18940507,GM1894,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,65.0,327.0,5768.0,0.04,1,NONE,0,0,0
BU18940508,GM1894,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,230.0,450.0,5768.0,0.04,1,NONE,0,0,0
BU18940509,GM1894,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,115.0,436.0,5768.0,0.04,1,NONE,0,0,0
BU19030000,GM1903,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,10.0,35.0,75.0,20.0,40.0,85.0,80.0,50.0,2240.0,344.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030001,GM1903,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,5.0,25.0,20.0,5.0,5.0,55.0,45.0,25.0,1545.0,94.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030002,GM1903,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,10.0,5.0,5.0,0.0,10.0,5.0,10.0,145.0,152.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030003,GM1903,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,5.0,10.0,0.0,5.0,15.0,5.0,10.0,205.0,145.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030004,GM1903,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,10.0,5.0,5.0,5.0,20.0,20.0,15.0,350.0,61.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030005,GM1903,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,0.0,150.0,48.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030009,GM1903,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,5.0,45.0,50.0,10.0,10.0,35.0,20.0,15.0,510.0,760.0,6245.0,0.05,1,NONE,2022,2025,0
BU19030100,GM1903,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,5.0,55.0,85.0,15.0,15.0,55.0,55.0,45.0,1320.0,321.0,6247.0,0.04,1,NONE,2022,2025,0
BU19030101,GM1903,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,10.0,10.0,5.0,0.0,20.0,15.0,5.0,395.0,62.0,6247.0,0.04,1,NONE,2022,2025,0
BU19030200,GM1903,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,15.0,70.0,95.0,25.0,30.0,95.0,75.0,45.0,2070.0,717.0,6269.0,0.05,1,NONE,2022,2025,0
