buurtcode,gasCV,gasBlock,ehp,hhp,dh,hasDHgrid
BU00720109,0.0,0.0,0.0,0.0,0.0,false
BU00720200,0.91,0.0,0.08,0.01,0.0,false
BU00720209,0.0,0.0,0.0,0.0,0.0,false
BU00740100,0.86,0.12,0.01,0.01,0.0,false
BU00740101,0.85,0.07,0.03,0.0,0.0,false
BU00740102,0.91,0.02,0.07,0.01,0.0,false
BU00740103,0.97,0.02,0.01,0.01,0.0,false
BU00740104,0.86,0.11,0.0,0.01,0.0,false
BU00740105,0.95,0.0,0.02,0.03,0.0,false
BU00740106,0.71,0.11,0.01,0.01,0.0,false
BU00740107,0.85,0.0,0.13,0.02,0.0,false
BU00740108,0.9,0.0,0.05,0.04,0.0,false
BU00740109,0.0,0.0,0.0,0.0,0.0,false
BU00740110,0.0,0.0,0.0,0.0,0.0,false
BU00740201,0.99,0.0,0.01,0.0,0.0,false
BU00740202,0.92,0.0,0.04,0.02,0.0,false
BU00740203,0.94,0.0,0.03,0.02,0.0,false
BU00740204,0.0,0.0,0.0,0.0,0.0,false
BU00740205,0.0,0.0,0.0,0.0,0.0,false
BU00740301,0.95,0.0,0.01,0.02,0.0,false
BU00740302,0.9,0.0,0.06,0.04,0.0,false
BU00740401,0.98,0.0,0.01,0.0,0.0,false
BU00740402,0.96,0.0,0.02,0.01,0.0,false
BU00740403,0.9,0.0,0.05,0.02,0.0,false
BU00740404,0.95,0.0,0.03,0.02,0.0,false
BU00740405,0.89,0.0,0.05,0.04,0.0,false
BU00740406,0.97,0.0,0.02,0.0,0.0,false
BU00740407,0.95,0.0,0.02,0.02,0.0,false
BU00740601,0.94,0.0,0.03,0.03,0.0,false
BU00740701,0.96,0.0,0.02,0.01,0.0,false
BU00740702,0.0,0.0,0.0,0.0,0.0,false
BU00740901,0.82,0.01,0.07,0.01,0.0,false
BU00740902,0.95,0.0,0.03,0.01,0.0,false
BU00740903,0.94,0.0,0.02,0.02,0.0,false
BU00801001,0.74,0.1,0.01,0.0,0.0,false
BU00801002,0.63,0.15,0.0,0.0,0.0,false
BU00801003,0.94,0.0,0.0,0.01,0.0,false
BU00801004,0.88,0.06,0.0,0.0,0.0,false
BU00801005,0.47,0.49,0.0,0.0,0.0,false
BU00801006,0.61,0.35,0.0,0.0,0.0,false
BU00801007,0.8,0.14,0.0,0.0,0.0,false
BU00801008,0.08,0.0,0.91,0.0,0.0,false
BU00801101,0.84,0.13,0.0,0.0,0.0,false
BU00801102,0.76,0.12,0.01,0.01,0.0,false
BU00801103,0.87,0.0,0.11,0.0,0.0,false
BU00801104,0.65,0.34,0.0,0.0,0.0,false
BU00801105,0.36,0.0,0.06,0.0,0.57,true
BU00801106,0.99,0.0,0.01,0.0,0.0,false
BU00801107,0.37,0.04,0.0,0.0,0.0,false
BU00801108,0.68,0.26,0.0,0.0,0.0,false
BU00801109,0.48,0.52,0.0,0.0,0.0,false
BU00802001,0.75,0.21,0.0,0.01,0.0,false
BU00802002,0.99,0.0,0.0,0.0,0.0,false
BU00802003,0.94,0.03,0.01,0.01,0.0,false
BU00802004,0.94,0.02,0.03,0.01,0.0,false
BU00802005,0.95,0.0,0.0,0.0,0.04,true
BU00802006,0.93,0.05,0.0,0.0,0.0,false
BU00802007,0.68,0.04,0.06,0.0,0.22,true
BU00802008,0.89,0.09,0.0,0.0,0.0,false
BU00802009,0.82,0.08,0.05,0.0,0.0,false
BU00803001,0.91,0.06,0.03,0.0,0.0,false
BU00803002,0.89,0.01,0.0,0.01,0.0,false
BU00803003,0.54,0.37,0.0,0.0,0.0,false
BU00803004,0.97,0.02,0.0,0.0,0.0,false
BU00803005,0.91,0.04,0.05,0.0,0.0,false
BU00803006,0.94,0.02,0.04,0.0,0.0,false
BU00803007,0.0,0.0,0.0,0.0,0.0,false
BU00803101,0.9,0.07,0.02,0.0,0.0,false
BU00803102,0.0,0.0,0.0,0.0,0.0,false
BU00803201,0.96,0.01,0.01,0.01,0.0,false
BU00803202,1.0,0.0,0.0,0.0,0.0,false
BU00803203,0.73,0.0,0.27,0.0,0.0,false
BU00804001,0.98,0.0,0.01,0.0,0.0,false
BU00804002,0.99,0.0,0.0,0.0,0.0,false
BU00804003,1.0,0.0,0.0,0.0,0.0,false
BU00804004,0.92,0.0,0.07,0.0,0.0,false
BU00804101,0.82,0.18,0.0,0.0,0.0,false
BU00804102,0.0,0.0,0.0,0.0,0.0,false
BU00804103,0.0,0.0,0.0,0.0,0.0,false
BU00804104,0.0,0.0,0.0,0.0,0.0,false
BU00804105,0.0,0.0,0.0,0.0,0.0,false
BU00804106,0.0,0.0,0.0,0.0,0.0,false
BU00804107,0.0,0.0,0.0,0.0,0.0,false
BU00804108,0.0,0.0,0.0,0.0,0.0,false
BU00804109,0.0,0.0,0.0,0.0,0.0,false
BU00804110,0.0,0.0,0.0,0.0,0.0,false
BU00805001,0.98,0.0,0.02,0.0,0.0,false
BU00805002,0.91,0.0,0.08,0.0,0.0,false
BU00805003,0.0,0.0,0.0,0.0,0.0,false
BU00805101,0.48,0.0,0.03,0.0,0.49,true
BU00805102,0.99,0.0,0.0,0.0,0.0,false
BU00805103,0.97,0.0,0.02,0.01,0.0,false
BU00805104,0.0,0.0,0.0,0.0,0.0,false
BU00805105,0.0,0.0,0.0,0.0,0.0,false
BU00806001,0.72,0.21,0.06,0.01,0.0,false
BU00806002,0.92,0.0,0.08,0.0,0.0,false
BU00806003,0.34,0.39,0.02,0.15,0.0,false
BU00806101,0.95,0.0,0.04,0.0,0.0,false
BU00806102,0.38,0.23,0.05,0.0,0.33,true
BU00806201,0.95,0.0,0.04,0.01,0.0,false
BU00806202,0.0,0.0,0.0,0.0,0.0,false
BU00806203,0.0,0.0,0.0,0.0,0.0,false
BU00806204,0.65,0.0,0.22,0.08,0.0,false
BU00806205,0.97,0.0,0.02,0.01,0.0,false
BU00806206,0.0,0.0,0.0,0.0,0.0,false
BU00806207,0.98,0.0,0.02,0.0,0.0,false
BU00806208,0.0,0.0,0.0,0.0,0.0,false
BU00806209,0.98,0.0,0.01,0.01,0.0,false
BU00806210,0.0,0.0,0.0,0.0,0.0,false
BU00806301,0.95,0.01,0.01,0.01,0.0,false
BU00806302,0.56,0.0,0.35,0.04,0.0,false
BU00806303,0.0,0.0,0.0,0.0,0.0,false
BU00806304,0.0,0.0,0.0,0.0,0.0,false
BU00806305,0.94,0.0,0.02,0.04,0.0,false
BU00806306,0.0,0.0,0.0,0.0,0.0,false
BU00806307,0.95,0.0,0.05,0.01,0.0,false
BU00807001,0.99,0.0,0.0,0.0,0.0,false
BU00807002,0.58,0.32,0.09,0.0,0.0,false
BU00807003,0.39,0.41,0.02,0.0,0.0,false
BU00807004,0.0,0.0,0.0,0.0,0.0,false
BU00807101,0.77,0.0,0.04,0.01,0.17,true
BU00807201,0.0,0.0,0.0,0.0,0.0,false
BU00807202,0.0,0.0,0.0,0.0,0.0,false
BU00807203,0.96,0.0,0.03,0.02,0.0,false
BU00807301,0.0,0.0,0.18,0.0,0.82,true
BU00807302,0.0,0.0,1.0,0.0,0.0,false
BU00807303,0.0,0.0,0.0,0.0,0.0,false
BU00807304,0.0,0.0,0.0,0.0,0.0,false
BU00807305,0.01,0.0,0.97,0.0,0.0,false
BU00807401,0.0,0.0,0.0,0.0,0.0,false
BU00807402,0.0,0.0,0.0,0.0,0.0,false
BU00807403,0.0,0.0,0.0,0.0,0.0,false
BU00807404,0.0,0.0,0.0,0.0,0.0,false
BU00807405,0.0,0.0,0.0,0.0,0.0,false
BU00808001,0.96,0.0,0.03,0.0,0.0,false
BU00808002,0.0,0.0,0.0,0.0,0.0,false
BU00808003,0.0,0.0,0.0,0.0,0.0,false
BU00808004,0.93,0.0,0.05,0.01,0.0,false
BU00808005,0.0,0.0,0.0,0.0,0.0,false
BU00808006,0.0,0.0,0.0,0.0,0.0,false
BU00808007,0.97,0.0,0.02,0.01,0.0,false
BU00808008,0.0,0.0,0.0,0.0,0.0,false
BU00808101,0.93,0.0,0.03,0.03,0.0,false
BU00808102,0.0,0.0,0.0,0.0,0.0,false
BU00808103,0.96,0.0,0.03,0.02,0.0,false
BU00808104,0.0,0.0,0.0,0.0,0.0,false
BU00808105,0.82,0.15,0.01,0.02,0.0,false
BU00808106,0.0,0.0,0.0,0.0,0.0,false
BU00808107,0.0,0.0,0.0,0.0,0.0,false
BU00808108,0.0,0.0,0.0,0.0,0.0,false
BU00808109,0.91,0.0,0.01,0.05,0.0,false
BU00808110,0.0,0.0,0.0,0.0,0.0,false
BU00808111,0.0,0.0,0.0,0.0,0.0,false
BU00808112,0.0,0.0,0.0,0.0,0.0,false
BU00808113,0.0,0.0,0.0,0.0,0.0,false
BU00808114,0.0,0.0,0.0,0.0,0.0,false
BU00808115,0.0,0.0,0.0,0.0,0.0,false
BU00808116,0.9,0.0,0.05,0.03,0.0,false
BU00808117,0.0,0.0,0.0,0.0,0.0,false
BU00808201,0.93,0.0,0.05,0.01,0.0,false
BU00808202,0.0,0.0,0.0,0.0,0.0,false
BU00808203,0.0,0.0,0.0,0.0,0.0,false
BU00808204,0.0,0.0,0.0,0.0,0.0,false
BU00808205,0.0,0.0,0.0,0.0,0.0,false
BU00808206,0.93,0.0,0.05,0.01,0.0,false
BU00808207,0.0,0.0,0.0,0.0,0.0,false
BU00808208,0.96,0.0,0.02,0.01,0.0,false
BU00808209,0.0,0.0,0.0,0.0,0.0,false
BU00850101,0.0,0.0,0.0,0.0,0.0,false
BU00850102,0.0,0.0,0.0,0.0,0.0,false
BU00850103,0.96,0.0,0.01,0.03,0.0,false
BU00850104,0.99,0.0,0.0,0.01,0.0,false
BU00850105,1.0,0.0,0.0,0.0,0.0,false
BU00850106,0.98,0.0,0.01,0.01,0.0,false
BU00850107,0.97,0.0,0.01,0.01,0.0,false
BU00850108,0.97,0.0,0.03,0.01,0.0,false
BU00850109,0.95,0.0,0.02,0.01,0.0,false
BU00850110,0.96,0.0,0.02,0.02,0.0,false
BU00850111,0.87,0.0,0.07,0.02,0.0,false
BU00850201,0.97,0.0,0.01,0.02,0.0,false
BU00850202,0.96,0.0,0.02,0.01,0.0,false
BU00850203,0.91,0.0,0.04,0.02,0.0,false
BU00850301,0.95,0.0,0.03,0.02,0.0,false
BU00850302,0.92,0.0,0.04,0.02,0.0,false
BU00850401,0.0,0.0,0.0,0.0,0.0,false
BU00850402,0.94,0.0,0.02,0.04,0.0,false
BU00850501,0.95,0.0,0.02,0.02,0.0,false
BU00850502,0.93,0.0,0.06,0.02,0.0,false
BU00850601,0.98,0.0,0.03,0.0,0.0,false
BU00850602,0.79,0.0,0.02,0.19,0.0,false
BU00850603,0.97,0.0,0.0,0.02,0.0,false
BU00850604,0.97,0.0,0.03,0.01,0.0,false
BU00850605,0.0,0.0,0.0,0.0,0.0,false
BU00850606,0.87,0.0,0.13,0.0,0.0,false
BU00850607,0.0,0.0,0.0,0.0,0.0,false
BU00850608,0.92,0.0,0.05,0.01,0.0,false
BU00850701,0.0,0.0,0.0,0.0,0.0,false
BU00850702,0.0,0.0,0.0,0.0,0.0,false
BU00850801,0.95,0.0,0.02,0.03,0.0,false
BU00850802,0.91,0.0,0.02,0.03,0.0,false
BU00850901,0.0,0.0,0.0,0.0,0.0,false
BU00850902,0.0,0.0,0.0,0.0,0.0,false
BU00851001,0.97,0.0,0.01,0.02,0.0,false
BU00851002,0.0,0.0,0.0,0.0,0.0,false
BU00851003,0.96,0.0,0.02,0.02,0.0,false
BU00851101,0.99,0.0,0.0,0.01,0.0,false
BU00851102,0.95,0.0,0.03,0.03,0.0,false
BU00851103,0.99,0.0,0.01,0.01,0.0,false
BU00851104,0.99,0.0,0.01,0.0,0.0,false
BU00851105,0.96,0.0,0.0,0.0,0.0,false
BU00851106,0.97,0.0,0.02,0.01,0.0,false
BU00851107,0.99,0.0,0.0,0.01,0.0,false
BU00851108,1.0,0.0,0.0,0.0,0.0,false
BU00851109,0.99,0.0,0.0,0.0,0.0,false
BU00851110,0.96,0.0,0.03,0.01,0.0,false
BU00851111,0.96,0.0,0.02,0.02,0.0,false
BU00851112,0.87,0.0,0.11,0.02,0.0,false
BU00851113,0.92,0.0,0.04,0.02,0.0,false
BU00851114,0.98,0.0,0.01,0.01,0.0,false
BU00851115,0.47,0.45,0.08,0.0,0.0,false
BU00851116,0.0,0.0,0.0,0.0,0.0,false
BU00851117,0.0,0.0,0.0,0.0,0.0,false
BU00851118,0.91,0.0,0.02,0.04,0.0,false
BU00851201,0.95,0.0,0.05,0.0,0.0,false
BU00851202,0.0,0.0,0.0,0.0,0.0,false
BU00851301,0.95,0.0,0.03,0.02,0.0,false
BU00851302,0.97,0.0,0.01,0.02,0.0,false
BU00860101,0.94,0.01,0.0,0.05,0.0,false
BU00860102,0.98,0.0,0.0,0.01,0.0,false
BU00860103,0.93,0.0,0.02,0.04,0.0,false
BU00860201,0.7,0.14,0.01,0.01,0.0,false
BU00860202,0.95,0.0,0.01,0.01,0.0,false
BU00860203,0.91,0.0,0.08,0.01,0.0,false
BU00860204,0.0,0.0,0.0,0.0,0.0,false
BU00860205,0.98,0.0,0.02,0.01,0.0,false
BU00860206,0.98,0.01,0.01,0.01,0.0,false
BU00860207,0.95,0.0,0.03,0.02,0.0,false
BU00860208,0.0,0.0,0.0,0.0,0.0,false
BU00860209,0.0,0.0,0.0,0.0,0.0,false
BU00860401,0.9,0.04,0.02,0.03,0.0,false
BU00860402,0.0,0.0,0.0,0.0,0.0,false
BU00860501,0.93,0.0,0.05,0.01,0.0,false
BU00860502,0.0,0.0,0.0,0.0,0.0,false
BU00860503,0.98,0.0,0.01,0.0,0.0,false
BU00860504,0.95,0.0,0.02,0.02,0.0,false
BU00860505,0.91,0.0,0.06,0.02,0.0,false
BU00860506,0.8,0.0,0.17,0.01,0.0,false
BU00860507,0.79,0.0,0.18,0.02,0.0,false
BU00860508,0.93,0.0,0.04,0.02,0.0,false
BU00860601,0.84,0.06,0.05,0.03,0.0,false
BU00860602,0.91,0.0,0.03,0.03,0.0,false
BU00860701,0.0,0.0,0.0,0.0,0.0,false
BU00860702,0.0,0.0,0.0,0.0,0.0,false
BU00860801,0.96,0.0,0.02,0.03,0.0,false
BU00860802,0.0,0.0,0.0,0.0,0.0,false
BU00860901,0.94,0.0,0.04,0.01,0.0,false
BU00860902,0.95,0.0,0.04,0.01,0.0,false
BU00861001,0.97,0.0,0.01,0.02,0.0,false
BU00861002,0.0,0.0,0.0,0.0,0.0,false
BU00861101,0.95,0.03,0.01,0.02,0.0,false
BU00861102,0.93,0.0,0.04,0.03,0.0,false
BU00861301,0.94,0.0,0.02,0.04,0.0,false
BU00861302,0.92,0.0,0.04,0.02,0.0,false
BU00861401,0.95,0.0,0.02,0.02,0.0,false
BU00861402,0.91,0.0,0.05,0.05,0.0,false
BU00861501,0.97,0.0,0.02,0.02,0.0,false
BU00861502,0.95,0.0,0.02,0.02,0.0,false
BU00861601,0.76,0.17,0.02,0.04,0.0,false
BU00861602,0.83,0.12,0.03,0.01,0.0,false
BU00861603,0.0,0.0,0.0,0.0,0.0,false
BU00861604,0.91,0.06,0.02,0.01,0.0,false
BU00861605,0.87,0.0,0.09,0.02,0.0,false
BU00861606,0.0,0.0,0.0,0.0,0.0,false
BU00861607,0.91,0.0,0.04,0.05,0.0,false
BU00861701,0.89,0.0,0.03,0.06,0.0,false
BU00861702,0.91,0.0,0.02,0.06,0.0,false
BU00861703,0.85,0.0,0.06,0.06,0.0,false
BU00880000,0.89,0.01,0.05,0.0,0.0,false
BU00880009,0.0,0.0,0.0,0.0,0.0,false
BU00900001,0.69,0.06,0.17,0.01,0.0,false
BU00900002,0.86,0.13,0.0,0.0,0.0,false
BU00900003,0.91,0.07,0.0,0.01,0.0,false
BU00900004,0.94,0.01,0.01,0.01,0.0,false
BU00900005,0.73,0.25,0.0,0.0,0.0,false
BU00900006,0.98,0.0,0.01,0.0,0.0,false
BU00900007,0.99,0.0,0.0,0.01,0.0,false
BU00900008,0.97,0.0,0.01,0.0,0.0,false
BU00900009,0.82,0.17,0.0,0.0,0.0,false
BU00900010,0.9,0.04,0.02,0.0,0.0,false
BU00900011,0.0,0.0,0.0,0.0,0.0,false
BU00900012,0.86,0.05,0.02,0.02,0.0,false
BU00900013,0.88,0.1,0.0,0.01,0.0,false
BU00900014,0.96,0.0,0.03,0.02,0.0,false
BU00900015,0.95,0.0,0.02,0.03,0.0,false
BU00900016,0.0,0.0,0.0,0.0,0.0,false
BU00900017,0.58,0.0,0.3,0.12,0.0,false
BU00900018,0.82,0.07,0.06,0.02,0.0,false
BU00900120,0.92,0.0,0.06,0.02,0.0,false
BU00900121,0.93,0.0,0.02,0.01,0.0,false
BU00900122,0.96,0.0,0.03,0.01,0.0,false
BU00900123,0.91,0.0,0.04,0.02,0.0,false
BU00900124,0.0,0.0,0.0,0.0,0.0,false
BU00900125,0.93,0.0,0.05,0.02,0.0,false
BU00900126,0.91,0.0,0.05,0.04,0.0,false
BU00900127,0.0,0.0,0.0,0.0,0.0,false
BU00900128,0.94,0.0,0.04,0.01,0.0,false
BU00900129,0.0,0.0,0.0,0.0,0.0,false
BU00900130,0.93,0.0,0.03,0.01,0.0,false
BU00900131,0.97,0.0,0.02,0.02,0.0,false
BU00900132,0.95,0.0,0.04,0.01,0.0,false
BU00930000,0.94,0.0,0.01,0.01,0.0,false
BU00930002,0.0,0.0,0.0,0.0,0.0,false
BU00930110,0.97,0.0,0.01,0.0,0.0,false
BU00930111,0.84,0.0,0.02,0.03,0.0,false
BU00930112,0.0,0.0,0.0,0.0,0.0,false
BU00930213,0.0,0.0,0.0,0.0,0.0,false
BU00930214,0.0,0.0,0.0,0.0,0.0,false
BU00930215,0.0,0.0,0.0,0.0,0.0,false
BU00930316,0.0,0.0,0.0,0.0,0.0,false
BU00930317,0.0,0.0,0.0,0.0,0.0,false
BU00930418,0.0,0.0,0.0,0.0,0.0,false
BU00930419,0.97,0.0,0.02,0.0,0.0,false
BU00930420,0.0,0.0,0.0,0.0,0.0,false
BU00930521,0.0,0.0,0.0,0.0,0.0,false
BU00930522,0.0,0.0,0.0,0.0,0.0,false
BU00930523,0.0,0.0,0.0,0.0,0.0,false
BU00960000,0.77,0.0,0.07,0.01,0.05,true
BU00960009,0.0,0.0,0.0,0.0,0.0,false
BU00980001,0.0,0.0,0.0,0.0,0.0,false
BU00980002,0.0,0.0,0.0,0.0,0.0,false
BU00980003,0.0,0.0,0.0,0.0,0.0,false
BU00980004,0.98,0.0,0.01,0.01,0.0,false
BU00980005,0.96,0.0,0.02,0.0,0.0,false
BU00980006,0.89,0.0,0.08,0.01,0.0,false
BU00980007,0.98,0.0,0.01,0.02,0.0,false
BU00980008,0.99,0.0,0.0,0.01,0.0,false
BU00980009,0.95,0.0,0.04,0.01,0.0,false
BU00980010,0.98,0.0,0.03,0.0,0.0,false
BU00980011,0.99,0.0,0.01,0.0,0.0,false
BU00980012,0.99,0.0,0.0,0.0,0.0,false
BU00980013,0.99,0.0,0.0,0.0,0.0,false
BU00980014,0.93,0.01,0.02,0.0,0.0,false
BU00980015,0.98,0.0,0.02,0.01,0.0,false
BU00980016,0.66,0.34,0.0,0.01,0.0,false
BU00980017,0.96,0.0,0.02,0.02,0.0,false
BU00980018,0.0,0.0,0.0,0.0,0.0,false
BU00980019,0.88,0.0,0.1,0.02,0.0,false
BU00980020,0.72,0.0,0.22,0.04,0.0,false
BU00980021,0.0,0.0,0.0,0.0,0.0,false
BU00980101,0.0,0.0,0.0,0.0,0.0,false
BU00980102,0.0,0.0,0.0,0.0,0.0,false
BU00980103,0.0,0.0,0.0,0.0,0.0,false
BU00980104,0.0,0.0,0.0,0.0,0.0,false
BU00980201,0.0,0.0,0.0,0.0,0.0,false
BU00980202,0.0,0.0,0.0,0.0,0.0,false
BU00980301,0.0,0.0,0.0,0.0,0.0,false
BU00980302,0.0,0.0,0.0,0.0,0.0,false
BU00980303,0.0,0.0,0.0,0.0,0.0,false
BU00980304,0.95,0.0,0.04,0.01,0.0,false
BU00980305,0.0,0.0,0.0,0.0,0.0,false
BU00980401,0.99,0.0,0.0,0.01,0.0,false
BU00980402,0.0,0.0,0.0,0.0,0.0,false
BU00980403,0.93,0.0,0.06,0.0,0.0,false
BU00980501,0.0,0.0,0.0,0.0,0.0,false
BU00980502,0.0,0.0,0.0,0.0,0.0,false
BU00980601,0.0,0.0,0.0,0.0,0.0,false
BU00980602,0.97,0.0,0.02,0.01,0.0,false
BU00980701,0.97,0.0,0.02,0.01,0.0,false
BU00980702,0.0,0.0,0.0,0.0,0.0,false
BU00980801,0.94,0.0,0.03,0.03,0.0,false
BU00980802,0.94,0.0,0.03,0.03,0.0,false
BU00980901,0.0,0.0,0.0,0.0,0.0,false
BU00980902,0.0,0.0,0.0,0.0,0.0,false
BU00980903,0.0,0.0,0.0,0.0,0.0,false
BU00981001,0.94,0.0,0.05,0.01,0.0,false
BU00981002,0.0,0.0,0.0,0.0,0.0,false
BU00981003,0.95,0.0,0.03,0.0,0.0,false
BU00981004,0.99,0.0,0.0,0.01,0.0,false
BU00981005,0.86,0.0,0.06,0.0,0.0,false
BU00981006,0.0,0.0,0.0,0.0,0.0,false
BU00981007,0.0,0.0,0.0,0.0,0.0,false
BU00981008,0.91,0.0,0.06,0.01,0.0,false
BU00981009,0.96,0.0,0.02,0.02,0.0,false
BU00981101,0.91,0.0,0.05,0.03,0.0,false
BU00981102,0.96,0.0,0.04,0.0,0.0,false
BU00981201,0.94,0.0,0.03,0.01,0.0,false
BU00981301,0.93,0.0,0.01,0.0,0.0,false
BU00981302,0.92,0.0,0.04,0.02,0.0,false
BU00981401,0.0,0.0,0.0,0.0,0.0,false
BU00981402,0.94,0.0,0.03,0.02,0.0,false
BU00981501,0.96,0.0,0.02,0.02,0.0,false
BU00981502,0.87,0.0,0.07,0.04,0.0,false
BU01060000,0.58,0.28,0.02,0.0,0.0,false
BU01060001,0.0,0.0,0.0,0.0,0.0,false
BU01060002,0.98,0.0,0.01,0.01,0.0,false
BU01060003,0.6,0.19,0.19,0.0,0.0,false
BU01060004,0.74,0.21,0.02,0.0,0.0,false
BU01060005,0.75,0.16,0.02,0.0,0.0,false
BU01060006,0.98,0.0,0.02,0.0,0.0,false
BU01060007,0.88,0.0,0.09,0.02,0.0,false
BU01060008,0.9,0.03,0.01,0.02,0.0,false
BU01060009,0.0,0.0,0.0,0.0,0.0,false
BU01060010,0.97,0.01,0.0,0.02,0.0,false
BU01060011,0.68,0.0,0.26,0.01,0.05,true
BU01060012,0.67,0.28,0.02,0.02,0.0,false
BU01060100,0.91,0.0,0.01,0.08,0.0,false
BU01060101,0.46,0.53,0.0,0.0,0.0,false
BU01060102,0.79,0.04,0.01,0.01,0.03,true
BU01060103,0.79,0.0,0.21,0.0,0.0,false
BU01060104,1.0,0.0,0.0,0.0,0.0,false
BU01060105,0.96,0.0,0.03,0.0,0.0,false
BU01060200,0.94,0.02,0.02,0.0,0.0,false
BU01060201,0.99,0.0,0.0,0.01,0.0,false
BU01060202,0.89,0.04,0.04,0.01,0.0,false
BU01060203,0.99,0.0,0.0,0.0,0.0,false
BU01060204,0.98,0.0,0.01,0.01,0.0,false
BU01060205,0.93,0.04,0.03,0.0,0.0,false
BU01060300,0.0,0.0,0.0,0.0,0.0,false
BU01060301,0.0,0.0,0.0,0.0,0.0,false
BU01060302,0.91,0.0,0.04,0.04,0.0,false
BU01060303,0.98,0.0,0.03,0.0,0.0,false
BU01060304,0.98,0.0,0.01,0.0,0.0,false
BU01060305,0.87,0.11,0.0,0.01,0.0,false
BU01060306,0.54,0.43,0.01,0.02,0.0,false
BU01060307,0.97,0.01,0.01,0.0,0.0,false
BU01060308,0.94,0.05,0.0,0.0,0.0,false
BU01060309,0.0,0.0,0.0,0.0,0.0,false
BU01060310,0.3,0.34,0.34,0.02,0.0,false
BU01060400,0.99,0.0,0.0,0.01,0.0,false
BU01060401,0.82,0.14,0.02,0.01,0.0,false
BU01060402,0.99,0.0,0.0,0.0,0.0,false
BU01060403,0.0,0.0,0.0,0.0,0.0,false
BU01060500,0.0,0.0,0.0,0.0,0.0,false
BU01060501,0.0,0.0,0.0,0.0,0.0,false
BU01060502,0.97,0.0,0.01,0.01,0.0,false
BU01060503,0.99,0.0,0.0,0.01,0.0,false
BU01060504,1.0,0.0,0.0,0.0,0.0,false
BU01060505,0.0,0.0,0.0,0.0,0.0,false
BU01060506,0.0,0.0,0.0,0.0,0.0,false
BU01060507,0.0,0.0,0.0,0.0,0.0,false
BU01060508,0.85,0.0,0.14,0.01,0.0,false
BU01060509,0.0,0.0,0.0,0.0,0.0,false
BU01060600,0.99,0.0,0.0,0.01,0.0,false
BU01060601,1.0,0.0,0.0,0.0,0.0,false
BU01060602,0.99,0.0,0.0,0.01,0.0,false
BU01060603,0.99,0.0,0.0,0.01,0.0,false
BU01060604,0.0,0.0,0.0,0.0,0.0,false
BU01060700,0.0,0.0,0.0,0.0,0.0,false
BU01060701,0.97,0.0,0.02,0.01,0.0,false
BU01060702,0.96,0.0,0.0,0.04,0.0,false
BU01060703,0.99,0.0,0.0,0.01,0.0,false
BU01060704,0.98,0.0,0.0,0.01,0.0,false
BU01060705,0.83,0.0,0.03,0.01,0.0,false
BU01060706,0.97,0.0,0.01,0.02,0.0,false
BU01060707,0.99,0.0,0.0,0.0,0.0,false
BU01060708,0.98,0.0,0.01,0.01,0.0,false
BU01060709,0.99,0.0,0.0,0.01,0.0,false
BU01060710,0.98,0.0,0.0,0.01,0.0,false
BU01060711,0.99,0.0,0.0,0.01,0.0,false
BU01060712,0.0,0.0,0.0,0.0,0.0,false
BU01060713,0.0,0.0,0.0,0.0,0.0,false
BU01060714,0.0,0.0,0.0,0.0,0.0,false
BU01060715,0.0,0.0,0.0,0.0,0.0,false
BU01060716,0.0,0.0,0.0,0.0,0.0,false
BU01060717,0.0,0.0,0.0,0.0,0.0,false
BU01060800,0.86,0.0,0.05,0.01,0.0,false
BU01060801,0.93,0.02,0.01,0.01,0.0,false
BU01060802,0.87,0.04,0.03,0.04,0.0,false
BU01060803,0.96,0.0,0.01,0.03,0.0,false
BU01060804,0.98,0.0,0.01,0.0,0.0,false
BU01060805,0.99,0.0,0.0,0.01,0.0,false
BU01060806,1.0,0.0,0.0,0.0,0.0,false
BU01060807,0.99,0.0,0.0,0.01,0.0,false
BU01060808,0.99,0.0,0.01,0.0,0.0,false
BU01060809,0.96,0.0,0.02,0.02,0.0,false
BU01060810,0.97,0.0,0.02,0.01,0.0,false
BU01060811,0.0,0.0,0.0,0.0,0.0,false
BU01060812,0.0,0.0,0.0,0.0,0.0,false
BU01060813,0.0,0.0,0.0,0.0,0.0,false
BU01060814,0.0,0.0,0.0,0.0,0.0,false
BU01060815,0.88,0.03,0.06,0.02,0.0,false
BU01060816,0.93,0.0,0.06,0.02,0.0,false
BU01060817,0.0,0.0,0.0,0.0,0.0,false
BU01069900,0.97,0.0,0.01,0.02,0.0,false
BU01069901,0.0,0.0,0.0,0.0,0.0,false
BU01069902,0.0,0.0,0.0,0.0,0.0,false
BU01069903,0.0,0.0,0.0,0.0,0.0,false
BU01069904,0.0,0.0,0.0,0.0,0.0,false
BU01069905,0.0,0.0,0.0,0.0,0.0,false
BU01069906,0.0,0.0,0.0,0.0,0.0,false
BU01069907,0.0,0.0,0.0,0.0,0.0,false
BU01069908,0.0,0.0,0.0,0.0,0.0,false
BU01069909,0.0,0.0,0.0,0.0,0.0,false
BU01069910,0.0,0.0,0.0,0.0,0.0,false
BU01069911,0.0,0.0,0.0,0.0,0.0,false
BU01069912,0.0,0.0,0.0,0.0,0.0,false
BU01069913,0.0,0.0,0.0,0.0,0.0,false
BU01069914,0.0,0.0,0.0,0.0,0.0,false
