buurtcode,gasCV,gasBlock,ehp,hhp,dh,hasDHgrid
BU08400209,0.92,0.0,0.03,0.02,0.0,false
BU08400300,0.98,0.0,0.01,0.01,0.0,false
BU08400309,0.79,0.0,0.04,0.03,0.0,false
BU08400400,0.96,0.0,0.02,0.01,0.0,false
BU08400409,0.85,0.0,0.05,0.02,0.0,false
BU08450000,0.81,0.11,0.03,0.01,0.0,false
BU08450001,0.95,0.0,0.04,0.02,0.0,false
BU08450002,0.93,0.0,0.01,0.02,0.0,false
BU08450003,0.0,0.0,0.0,0.0,0.0,false
BU08450007,0.0,0.0,0.0,0.0,0.0,false
BU08450008,0.94,0.0,0.02,0.04,0.0,false
BU08450009,0.88,0.0,0.03,0.04,0.0,false
BU08450100,0.97,0.0,0.01,0.02,0.0,false
BU08450108,0.82,0.0,0.03,0.05,0.0,false
BU08450109,0.89,0.0,0.04,0.01,0.0,false
BU08450200,0.91,0.0,0.07,0.02,0.0,false
BU08450201,0.96,0.0,0.02,0.01,0.0,false
BU08450207,0.85,0.0,0.06,0.04,0.0,false
BU08450208,0.87,0.0,0.05,0.01,0.0,false
BU08450209,0.0,0.0,0.0,0.0,0.0,false
BU08450300,0.88,0.03,0.06,0.02,0.0,false
BU08450301,0.88,0.0,0.04,0.05,0.0,false
BU08450302,0.92,0.0,0.06,0.01,0.0,false
BU08450308,0.0,0.0,0.0,0.0,0.0,false
BU08450309,0.82,0.0,0.09,0.04,0.0,false
BU08450400,0.96,0.0,0.02,0.03,0.0,false
BU08450408,0.87,0.0,0.06,0.02,0.0,false
BU08450409,0.0,0.0,0.0,0.0,0.0,false
BU08470000,0.9,0.03,0.05,0.02,0.0,false
BU08470008,0.8,0.0,0.07,0.03,0.0,false
BU08470009,0.86,0.0,0.03,0.04,0.0,false
BU08470100,0.95,0.0,0.03,0.02,0.0,false
BU08470108,0.72,0.0,0.17,0.02,0.0,false
BU08470109,0.91,0.0,0.05,0.02,0.0,false
BU08470200,0.96,0.0,0.01,0.01,0.0,false
BU08470208,0.0,0.0,0.0,0.0,0.0,false
BU08470209,0.92,0.0,0.01,0.04,0.0,false
BU08470300,0.92,0.0,0.05,0.02,0.0,false
BU08470309,0.86,0.0,0.06,0.01,0.0,false
BU08470909,0.0,0.0,0.0,0.0,0.0,false
BU08480000,0.94,0.0,0.03,0.01,0.0,false
BU08480001,0.96,0.0,0.02,0.01,0.0,false
BU08480002,0.0,0.0,0.0,0.0,0.0,false
BU08480003,0.93,0.0,0.04,0.02,0.0,false
BU08480009,0.85,0.0,0.11,0.03,0.0,false
BU08480100,0.96,0.0,0.01,0.02,0.0,false
BU08480101,0.97,0.0,0.01,0.01,0.0,false
BU08480109,0.0,0.0,0.0,0.0,0.0,false
BU08510000,0.96,0.01,0.01,0.01,0.0,false
BU08510001,0.91,0.0,0.06,0.02,0.0,false
BU08510002,0.95,0.02,0.0,0.0,0.0,false
BU08510003,0.84,0.0,0.15,0.0,0.0,false
BU08510004,0.0,0.0,0.0,0.0,0.0,false
BU08510007,0.0,0.0,0.0,0.0,0.0,false
BU08510008,0.83,0.0,0.07,0.01,0.0,false
BU08510009,0.76,0.0,0.09,0.05,0.0,false
BU08510100,0.95,0.0,0.04,0.01,0.0,false
BU08510109,0.63,0.0,0.15,0.01,0.0,false
BU08510200,0.89,0.01,0.06,0.02,0.0,false
BU08510209,0.0,0.0,0.0,0.0,0.0,false
BU08510300,0.92,0.02,0.04,0.02,0.0,false
BU08510301,0.0,0.0,0.0,0.0,0.0,false
BU08510308,0.0,0.0,0.0,0.0,0.0,false
BU08510309,0.0,0.0,0.0,0.0,0.0,false
BU08510400,0.94,0.0,0.03,0.03,0.0,false
BU08510409,0.0,0.0,0.0,0.0,0.0,false
BU08520000,0.95,0.01,0.01,0.01,0.0,false
BU08520001,0.94,0.0,0.05,0.01,0.0,false
BU08520002,0.99,0.0,0.0,0.0,0.0,false
BU08520003,0.98,0.0,0.0,0.02,0.0,false
BU08520004,0.99,0.0,0.0,0.0,0.0,false
BU08520005,0.0,0.0,0.0,0.0,0.0,false
BU08520006,0.98,0.0,0.01,0.01,0.0,false
BU08520007,0.98,0.0,0.0,0.02,0.0,false
BU08520009,0.0,0.0,0.0,0.0,0.0,false
BU08520010,0.0,0.0,0.0,0.0,0.0,false
BU08520100,0.65,0.0,0.24,0.06,0.0,false
BU08520200,0.99,0.0,0.0,0.0,0.0,false
BU08520201,0.0,0.0,0.0,0.0,0.0,false
BU08520300,0.88,0.0,0.06,0.02,0.0,false
BU08520301,0.83,0.0,0.09,0.05,0.0,false
BU08520302,0.0,0.0,0.0,0.0,0.0,false
BU08520400,0.92,0.03,0.02,0.02,0.0,false
BU08520401,0.0,0.0,0.0,0.0,0.0,false
BU08520500,0.95,0.0,0.02,0.01,0.0,false
BU08551001,0.65,0.16,0.06,0.0,0.0,false
BU08551002,0.57,0.35,0.05,0.0,0.0,false
BU08551003,0.62,0.34,0.0,0.0,0.0,false
BU08551004,0.59,0.38,0.0,0.0,0.0,false
BU08551101,0.05,0.0,0.94,0.0,0.0,false
BU08551102,0.94,0.02,0.01,0.01,0.0,false
BU08551103,0.86,0.02,0.06,0.0,0.0,false
BU08551104,0.83,0.0,0.14,0.01,0.0,false
BU08551105,0.76,0.24,0.0,0.0,0.0,false
BU08551201,0.93,0.0,0.02,0.01,0.0,false
BU08551202,0.98,0.0,0.01,0.0,0.0,false
BU08551203,0.98,0.0,0.02,0.0,0.0,false
BU08551301,0.81,0.0,0.2,0.0,0.0,false
BU08551302,0.76,0.0,0.23,0.0,0.0,false
BU08551401,0.95,0.04,0.0,0.01,0.0,false
BU08551402,0.71,0.0,0.29,0.0,0.0,false
BU08551403,0.0,0.0,0.0,0.0,0.0,false
BU08551404,0.0,0.0,0.0,0.0,0.0,false
BU08551405,0.88,0.0,0.11,0.0,0.0,false
BU08551501,0.0,0.0,0.0,0.0,0.0,false
BU08551502,0.93,0.0,0.02,0.03,0.0,false
BU08551503,0.93,0.03,0.0,0.0,0.0,false
BU08551504,0.8,0.19,0.0,0.0,0.0,false
BU08551505,0.6,0.06,0.19,0.0,0.0,false
BU08551601,0.71,0.14,0.14,0.0,0.0,false
BU08551602,0.92,0.07,0.0,0.0,0.0,false
BU08551603,0.7,0.26,0.01,0.0,0.0,false
BU08551604,0.97,0.0,0.0,0.01,0.0,false
BU08551701,0.99,0.0,0.0,0.01,0.0,false
BU08551702,0.77,0.01,0.03,0.0,0.0,false
BU08551703,1.0,0.0,0.0,0.0,0.0,false
BU08551704,0.98,0.01,0.0,0.0,0.0,false
BU08551705,0.9,0.05,0.0,0.0,0.0,false
BU08551706,0.82,0.14,0.0,0.0,0.0,false
BU08551707,0.0,0.53,0.0,0.0,0.0,false
BU08551801,0.95,0.0,0.0,0.0,0.0,false
BU08551802,0.79,0.18,0.0,0.0,0.0,false
BU08551901,0.89,0.07,0.01,0.01,0.0,false
BU08551902,0.87,0.09,0.01,0.0,0.0,false
BU08552001,0.04,0.01,0.01,0.0,0.93,true
BU08552002,0.74,0.1,0.02,0.0,0.14,true
BU08552003,0.55,0.22,0.22,0.0,0.0,false
BU08552101,0.11,0.0,0.0,0.0,0.89,true
BU08552102,0.0,0.0,0.0,0.0,1.0,true
BU08552103,0.0,0.0,0.0,0.0,0.0,false
BU08552201,0.79,0.11,0.0,0.0,0.0,false
BU08552202,0.82,0.16,0.0,0.0,0.0,false
BU08552301,0.99,0.0,0.0,0.0,0.0,false
BU08552302,0.96,0.02,0.0,0.01,0.0,false
BU08552303,0.9,0.04,0.02,0.01,0.0,false
BU08552304,0.38,0.01,0.05,0.0,0.53,true
BU08552305,0.37,0.17,0.03,0.0,0.41,true
BU08552401,0.88,0.07,0.03,0.0,0.0,false
BU08552402,0.69,0.05,0.03,0.0,0.21,true
BU08552403,0.77,0.13,0.04,0.0,0.0,false
BU08552501,0.96,0.02,0.01,0.01,0.0,false
BU08552502,0.74,0.07,0.14,0.0,0.0,false
BU08552503,0.88,0.04,0.0,0.01,0.0,false
BU08552504,0.95,0.02,0.02,0.01,0.0,false
BU08552601,0.74,0.22,0.0,0.0,0.0,false
BU08552602,0.0,0.0,0.0,0.0,0.0,false
BU08552603,0.84,0.12,0.0,0.0,0.0,false
BU08552604,0.82,0.09,0.07,0.0,0.0,false
BU08552605,0.83,0.16,0.01,0.0,0.0,false
BU08552701,0.68,0.05,0.13,0.0,0.0,false
BU08552702,0.51,0.09,0.29,0.02,0.0,false
BU08552703,0.68,0.08,0.19,0.0,0.0,false
BU08552801,0.05,0.0,0.95,0.0,0.0,false
BU08552802,0.0,0.0,0.0,0.0,0.0,false
BU08552901,0.0,0.0,0.0,0.0,0.0,false
BU08552902,0.0,0.0,0.0,0.0,0.0,false
BU08552903,0.0,0.0,0.0,0.0,0.0,false
BU08552904,0.99,0.0,0.0,0.01,0.0,false
BU08552905,0.0,0.0,0.0,0.0,0.0,false
BU08552906,0.0,0.0,0.0,0.0,0.0,false
BU08552907,0.0,0.0,0.0,0.0,0.0,false
BU08553001,0.0,0.0,0.0,0.0,0.0,false
BU08553101,0.0,0.0,0.0,0.0,0.0,false
BU08553102,0.0,0.0,0.0,0.0,0.0,false
BU08553103,0.0,0.0,0.0,0.0,0.0,false
BU08553104,0.0,0.0,1.0,0.0,0.0,false
BU08553201,0.99,0.0,0.01,0.01,0.0,false
BU08553202,0.96,0.0,0.04,0.0,0.0,false
BU08553203,0.95,0.05,0.0,0.0,0.0,false
BU08553204,0.82,0.16,0.01,0.01,0.0,false
BU08553205,0.9,0.01,0.08,0.01,0.0,false
BU08553206,0.77,0.23,0.0,0.0,0.0,false
BU08553207,0.67,0.18,0.05,0.01,0.0,false
BU08553208,0.59,0.39,0.01,0.0,0.0,false
BU08553209,0.0,0.0,0.0,0.0,0.0,false
BU08553301,0.0,0.0,0.0,0.0,0.0,false
BU08553302,0.98,0.0,0.01,0.01,0.0,false
BU08553303,0.59,0.0,0.39,0.01,0.0,false
BU08553401,0.0,0.0,0.0,0.0,0.0,false
BU08553402,0.0,0.0,0.0,0.0,0.0,false
BU08553501,0.95,0.0,0.01,0.04,0.0,false
BU08553502,0.92,0.04,0.01,0.03,0.0,false
BU08553503,0.97,0.0,0.0,0.03,0.0,false
BU08553504,0.97,0.0,0.02,0.01,0.0,false
BU08553601,0.78,0.21,0.0,0.01,0.0,false
BU08553602,0.87,0.09,0.0,0.01,0.0,false
BU08553603,0.95,0.0,0.04,0.0,0.0,false
BU08553701,0.0,0.0,0.0,0.0,0.0,false
BU08553702,0.95,0.0,0.0,0.0,0.04,true
BU08553703,0.0,0.0,0.69,0.0,0.17,true
BU08553704,0.53,0.03,0.01,0.01,0.4,true
BU08553705,0.69,0.01,0.03,0.04,0.19,true
BU08553706,0.0,0.0,0.57,0.0,0.43,true
BU08553707,0.44,0.0,0.1,0.0,0.38,true
BU08553801,0.0,0.0,0.0,0.0,0.0,false
BU08553802,0.42,0.0,0.0,0.0,0.57,true
BU08553803,0.59,0.24,0.0,0.0,0.16,true
BU08553804,0.72,0.0,0.06,0.04,0.1,true
BU08553805,0.84,0.0,0.0,0.0,0.16,true
BU08553806,0.61,0.04,0.01,0.01,0.33,true
BU08553807,0.95,0.01,0.0,0.0,0.0,false
BU08553808,0.78,0.05,0.0,0.0,0.17,true
BU08553809,0.75,0.0,0.0,0.0,0.22,true
BU08553810,0.0,0.0,0.0,0.0,0.0,false
BU08553811,0.98,0.0,0.02,0.0,0.0,false
BU08553812,0.62,0.0,0.0,0.0,0.37,true
BU08553813,0.96,0.0,0.02,0.01,0.0,false
BU08553814,0.63,0.0,0.0,0.0,0.35,true
BU08553901,0.0,0.0,0.0,0.0,0.0,false
BU08553902,0.16,0.02,0.05,0.0,0.76,true
BU08553903,0.98,0.02,0.0,0.0,0.0,false
BU08553904,0.08,0.0,0.01,0.01,0.91,true
BU08553905,0.49,0.0,0.0,0.0,0.5,true
BU08554001,0.0,0.0,0.0,0.0,0.0,false
BU08554002,0.59,0.0,0.04,0.02,0.35,true
BU08554003,0.28,0.0,0.01,0.0,0.71,true
BU08554101,0.0,0.0,0.0,0.0,0.0,false
BU08554201,0.14,0.0,0.0,0.01,0.84,true
BU08554202,0.22,0.0,0.04,0.03,0.72,true
BU08554203,0.3,0.0,0.0,0.0,0.69,true
BU08554204,0.13,0.0,0.06,0.03,0.78,true
BU08554205,0.22,0.0,0.0,0.0,0.78,true
BU08554206,0.13,0.0,0.08,0.06,0.73,true
BU08554207,0.96,0.0,0.02,0.03,0.0,false
BU08554301,0.24,0.0,0.02,0.02,0.71,true
BU08554302,0.41,0.0,0.0,0.0,0.6,true
BU08554303,0.44,0.0,0.02,0.02,0.53,true
BU08554304,0.94,0.0,0.01,0.01,0.0,false
BU08554305,0.12,0.0,0.03,0.02,0.84,true
BU08554306,0.44,0.0,0.07,0.0,0.43,true
BU08554307,0.41,0.0,0.0,0.0,0.57,true
BU08554308,0.53,0.0,0.0,0.0,0.46,true
BU08554401,0.75,0.0,0.03,0.0,0.22,true
BU08554402,0.84,0.0,0.02,0.0,0.14,true
BU08554403,0.75,0.0,0.01,0.01,0.23,true
BU08554404,0.61,0.0,0.38,0.0,0.0,false
BU08554405,0.96,0.0,0.02,0.02,0.0,false
BU08554406,1.0,0.0,0.0,0.0,0.0,false
BU08554501,0.0,0.0,0.0,0.0,0.0,false
BU08554502,0.94,0.0,0.01,0.02,0.0,false
BU08554601,0.93,0.0,0.02,0.05,0.0,false
BU08554701,0.0,0.0,0.0,0.0,0.0,false
BU08554702,0.0,0.0,0.16,0.0,0.84,true
BU08554703,0.0,0.0,0.11,0.0,0.89,true
BU08554704,0.0,0.0,0.14,0.0,0.86,true
BU08554801,0.0,0.0,0.1,0.0,0.9,true
BU08554802,0.0,0.0,0.12,0.0,0.88,true
BU08554803,0.0,0.0,0.13,0.0,0.87,true
BU08554804,0.0,0.0,0.0,0.0,0.0,false
BU08554901,0.0,0.0,0.01,0.0,0.99,true
BU08554902,0.0,0.0,0.12,0.0,0.88,true
BU08554903,0.0,0.0,0.18,0.0,0.82,true
BU08555001,0.0,0.0,0.0,0.0,1.0,true
BU08555101,0.0,0.0,0.1,0.0,0.9,true
BU08555102,0.0,0.0,0.12,0.0,0.88,true
BU08555201,0.0,0.0,0.16,0.0,0.84,true
BU08555202,0.0,0.0,0.07,0.0,0.93,true
BU08555301,0.0,0.0,0.14,0.0,0.86,true
BU08555302,0.0,0.0,0.14,0.0,0.86,true
BU08555303,0.0,0.0,0.14,0.0,0.86,true
BU08555304,0.0,0.0,0.13,0.0,0.87,true
BU08555401,0.0,0.0,0.0,0.0,0.0,false
BU08555402,0.0,0.0,0.0,0.0,0.0,false
BU08555403,0.0,0.0,0.0,0.0,0.0,false
BU08555404,0.0,0.0,0.19,0.0,0.81,true
BU08555405,0.0,0.0,0.12,0.0,0.88,true
BU08555406,0.0,0.0,0.18,0.0,0.82,true
BU08555407,0.0,0.0,0.14,0.0,0.86,true
BU08555501,0.0,0.0,0.14,0.0,0.86,true
BU08555502,0.0,0.0,0.17,0.0,0.83,true
BU08555503,0.0,0.0,0.92,0.0,0.08,true
BU08555601,0.0,0.0,0.1,0.0,0.9,true
BU08555602,0.0,0.0,0.18,0.0,0.82,true
BU08555603,0.0,0.0,0.0,0.0,0.0,false
BU08555701,0.0,0.0,0.11,0.0,0.89,true
BU08555702,0.0,0.0,0.09,0.0,0.91,true
BU08555703,0.0,0.0,0.15,0.0,0.85,true
BU08555704,0.0,0.0,0.0,0.0,0.0,false
BU08555705,0.0,0.0,0.22,0.0,0.78,true
BU08555801,0.0,0.0,0.14,0.0,0.86,true
BU08555802,0.0,0.0,0.39,0.0,0.61,true
BU08555803,0.0,0.0,0.0,0.0,0.0,false
BU08555901,0.0,0.0,0.0,0.0,0.0,false
BU08555902,0.0,0.0,0.0,0.0,0.0,false
BU08555903,0.0,0.0,0.0,0.0,0.0,false
BU08555904,0.0,0.0,0.0,0.0,0.0,false
BU08555905,0.0,0.0,0.0,0.0,0.0,false
BU08556001,0.0,0.0,0.0,0.0,0.0,false
BU08556002,0.0,0.0,0.0,0.0,0.0,false
BU08556003,0.0,0.0,0.0,0.0,0.0,false
BU08556004,0.0,0.0,0.0,0.0,0.0,false
BU08556005,0.0,0.0,0.0,0.0,0.0,false
BU08556006,0.0,0.0,0.0,0.0,0.0,false
BU08556007,0.0,0.0,0.0,0.0,0.0,false
BU08556101,0.0,0.0,0.0,0.0,0.0,false
BU08556102,0.0,0.0,0.0,0.0,0.0,false
BU08556103,0.0,0.0,0.0,0.0,0.0,false
BU08556202,0.0,0.0,0.0,0.0,0.0,false
BU08556301,0.0,0.0,0.0,0.0,0.0,false
BU08556302,0.0,0.0,0.0,0.0,0.0,false
BU08556303,0.0,0.0,0.0,0.0,0.0,false
BU08556304,0.0,0.0,0.0,0.0,0.0,false
BU08556401,0.0,0.0,0.0,0.0,0.0,false
BU08556402,0.0,0.0,0.0,0.0,0.0,false
BU08556403,0.0,0.0,0.0,0.0,0.0,false
BU08556501,0.0,0.0,0.0,0.0,0.0,false
BU08556601,0.0,0.0,0.0,0.0,0.0,false
BU08556602,0.0,0.0,0.0,0.0,0.0,false
BU08556603,0.0,0.0,0.0,0.0,0.0,false
BU08556604,0.0,0.0,0.0,0.0,0.0,false
BU08556605,0.0,0.0,0.0,0.0,0.0,false
BU08556606,0.95,0.0,0.03,0.02,0.0,false
BU08556607,0.93,0.05,0.0,0.02,0.0,false
BU08556608,0.97,0.0,0.01,0.02,0.0,false
BU08556609,0.83,0.15,0.01,0.01,0.0,false
BU08556610,0.69,0.0,0.28,0.0,0.0,false
BU08556611,0.96,0.0,0.02,0.02,0.0,false
BU08556612,0.95,0.0,0.01,0.04,0.0,false
BU08556613,0.87,0.0,0.11,0.02,0.0,false
BU08556614,0.53,0.0,0.41,0.06,0.0,false
BU08556615,0.0,0.0,0.0,0.0,0.0,false
BU08556616,0.0,0.0,0.0,0.0,0.0,false
BU08556617,0.93,0.0,0.04,0.02,0.0,false
BU08556618,0.0,0.0,0.0,0.0,0.0,false
BU08556619,0.0,0.0,0.0,0.0,0.0,false
BU08556620,0.0,0.0,0.0,0.0,0.0,false
BU08556701,0.47,0.0,0.03,0.02,0.0,false
BU08556702,0.97,0.0,0.0,0.01,0.0,false
BU08556703,0.6,0.0,0.39,0.0,0.0,false
BU08556704,0.96,0.0,0.02,0.01,0.0,false
BU08556705,0.8,0.1,0.04,0.01,0.0,false
BU08556706,0.98,0.0,0.01,0.02,0.0,false
BU08556707,0.0,0.0,0.0,0.0,0.0,false
BU08556708,0.0,0.0,0.0,0.0,0.0,false
BU08556709,0.72,0.0,0.11,0.04,0.0,false
BU08556710,0.0,0.0,0.0,0.0,0.0,false
BU08556801,0.97,0.0,0.02,0.01,0.0,false
BU08556802,0.0,0.0,0.0,0.0,0.0,false
BU08556803,0.71,0.0,0.07,0.04,0.0,false
BU08580000,0.92,0.01,0.05,0.01,0.0,false
BU08580001,0.95,0.03,0.01,0.02,0.0,false
BU08580002,0.96,0.02,0.01,0.01,0.0,false
BU08580003,0.93,0.02,0.01,0.01,0.0,false
BU08580004,0.91,0.0,0.05,0.02,0.0,false
BU08580005,0.96,0.0,0.01,0.01,0.0,false
BU08580006,0.96,0.0,0.03,0.01,0.0,false
BU08580007,0.0,0.0,0.0,0.0,0.0,false
BU08580009,0.66,0.0,0.07,0.04,0.0,false
BU08580100,1.0,0.0,0.0,0.0,0.0,false
BU08580101,0.99,0.0,0.0,0.01,0.0,false
BU08580102,0.96,0.0,0.04,0.01,0.0,false
BU08580103,0.98,0.0,0.02,0.01,0.0,false
BU08580104,0.0,0.0,0.0,0.0,0.0,false
BU08580105,0.98,0.0,0.01,0.01,0.0,false
BU08580106,0.92,0.0,0.05,0.01,0.0,false
BU08580200,0.94,0.0,0.02,0.04,0.0,false
BU08580201,0.0,0.0,0.0,0.0,0.0,false
BU08580208,0.0,0.0,0.0,0.0,0.0,false
BU08580209,0.0,0.0,0.0,0.0,0.0,false
BU08610000,0.96,0.0,0.02,0.01,0.0,false
BU08610001,0.88,0.07,0.04,0.0,0.0,false
BU08610002,0.98,0.0,0.0,0.02,0.0,false
BU08610003,0.77,0.05,0.1,0.01,0.05,true
BU08610004,0.98,0.0,0.0,0.01,0.0,false
BU08610005,0.96,0.0,0.0,0.01,0.0,false
BU08610006,0.99,0.0,0.0,0.0,0.0,false
BU08610009,0.0,0.0,0.0,0.0,0.0,false
BU08610100,0.98,0.0,0.0,0.01,0.0,false
BU08610101,0.97,0.0,0.0,0.02,0.0,false
BU08610102,0.96,0.0,0.02,0.02,0.0,false
BU08610103,0.94,0.0,0.02,0.02,0.0,false
BU08610200,0.86,0.03,0.05,0.06,0.0,false
BU08610201,0.0,0.0,0.0,0.0,0.0,false
BU08610207,0.21,0.0,0.73,0.01,0.0,false
BU08610208,0.0,0.0,0.0,0.0,0.0,false
BU08610209,0.89,0.0,0.09,0.02,0.0,false
BU08650000,0.88,0.05,0.01,0.01,0.0,false
BU08650001,0.86,0.11,0.0,0.01,0.0,false
BU08650002,0.85,0.0,0.09,0.02,0.03,true
BU08650003,0.92,0.0,0.03,0.04,0.0,false
BU08650004,0.92,0.0,0.01,0.04,0.0,false
BU08650005,0.79,0.05,0.14,0.01,0.0,false
BU08650008,0.91,0.0,0.07,0.0,0.0,false
BU08650009,0.0,0.0,0.0,0.0,0.0,false
BU08650100,0.86,0.01,0.0,0.0,0.0,false
BU08650101,0.98,0.0,0.0,0.0,0.0,false
BU08650102,0.86,0.12,0.0,0.01,0.0,false
BU08650103,0.89,0.0,0.04,0.01,0.0,false
BU08650104,0.98,0.01,0.0,0.0,0.0,false
BU08650108,0.0,0.0,0.0,0.0,0.0,false
BU08650109,0.64,0.0,0.19,0.05,0.0,false
BU08650110,0.0,0.0,0.0,0.0,0.0,false
BU08650200,0.92,0.0,0.04,0.02,0.0,false
BU08650209,0.0,0.0,0.0,0.0,0.0,false
BU08650300,0.94,0.0,0.04,0.01,0.0,false
BU08650301,0.92,0.0,0.02,0.07,0.0,false
BU08650307,0.0,0.0,0.0,0.0,0.0,false
BU08650308,0.0,0.0,0.0,0.0,0.0,false
BU08650309,0.88,0.02,0.05,0.01,0.0,false
BU08660000,0.9,0.03,0.03,0.02,0.0,false
BU08660001,0.89,0.05,0.04,0.01,0.0,false
BU08660002,0.83,0.13,0.02,0.01,0.0,false
BU08660003,0.97,0.0,0.0,0.02,0.0,false
BU08660009,0.62,0.0,0.28,0.02,0.0,false
BU08670000,0.8,0.15,0.03,0.01,0.0,false
BU08670001,0.92,0.03,0.05,0.0,0.0,false
BU08670002,0.92,0.01,0.07,0.0,0.0,false
BU08670003,0.92,0.07,0.01,0.0,0.0,false
BU08670004,0.92,0.02,0.07,0.01,0.0,false
BU08670005,0.9,0.0,0.09,0.0,0.0,false
BU08670006,0.99,0.0,0.0,0.01,0.0,false
BU08670007,0.97,0.0,0.02,0.02,0.0,false
BU08670008,0.99,0.0,0.0,0.0,0.0,false
BU08670009,0.0,0.0,0.0,0.0,0.0,false
BU08670010,0.0,0.0,0.0,0.0,0.0,false
BU08670011,0.0,0.0,0.0,0.0,0.0,false
BU08670012,0.24,0.46,0.0,0.01,0.0,false
BU08670013,0.0,0.0,0.0,0.0,0.0,false
BU08670100,0.95,0.0,0.02,0.02,0.0,false
BU08670101,0.93,0.04,0.01,0.01,0.0,false
BU08670102,0.94,0.0,0.03,0.01,0.0,false
BU08670103,0.0,0.0,0.0,0.0,0.0,false
BU08670104,0.79,0.0,0.16,0.03,0.0,false
BU08670200,0.89,0.04,0.04,0.02,0.0,false
BU08670201,0.94,0.0,0.03,0.02,0.0,false
BU08670202,0.0,0.0,0.0,0.0,0.0,false
BU08670203,0.0,0.0,0.0,0.0,0.0,false
BU08730000,0.93,0.04,0.01,0.01,0.0,false
BU08730001,0.92,0.0,0.05,0.04,0.0,false
BU08730002,0.94,0.0,0.03,0.02,0.0,false
BU08730003,0.0,0.0,0.0,0.0,0.0,false
BU08730008,0.0,0.0,0.0,0.0,0.0,false
BU08730009,0.0,0.0,0.0,0.0,0.0,false
BU08730100,0.92,0.03,0.01,0.03,0.0,false
BU08730101,0.0,0.0,0.0,0.0,0.0,false
BU08730108,0.0,0.0,0.0,0.0,0.0,false
BU08730109,0.0,0.0,0.0,0.0,0.0,false
BU08730200,0.93,0.03,0.02,0.01,0.0,false
BU08730201,0.88,0.0,0.06,0.05,0.0,false
BU08730208,0.0,0.0,0.0,0.0,0.0,false
BU08730209,0.71,0.0,0.14,0.01,0.0,false
BU08730300,0.94,0.02,0.01,0.02,0.0,false
BU08730309,0.76,0.0,0.01,0.01,0.0,false
BU08790000,0.98,0.0,0.01,0.01,0.0,false
BU08790009,0.88,0.0,0.03,0.03,0.0,false
BU08790100,0.97,0.0,0.02,0.01,0.0,false
BU08790109,0.87,0.0,0.04,0.02,0.0,false
BU08790200,0.91,0.04,0.03,0.01,0.0,false
BU08790209,0.75,0.0,0.02,0.01,0.0,false
BU08790300,0.97,0.0,0.01,0.02,0.0,false
BU08790309,0.82,0.0,0.07,0.02,0.0,false
BU08790400,0.94,0.01,0.02,0.01,0.0,false
BU08790408,0.88,0.0,0.05,0.03,0.0,false
BU08790409,0.82,0.0,0.07,0.01,0.0,false
BU08800000,0.96,0.0,0.02,0.02,0.0,false
BU08800001,0.96,0.0,0.03,0.01,0.0,false
BU08800002,0.93,0.0,0.04,0.01,0.0,false
BU08800003,0.88,0.1,0.02,0.0,0.0,false
BU08800004,0.73,0.24,0.02,0.01,0.0,false
BU08800005,0.8,0.19,0.0,0.01,0.0,false
BU08800009,0.0,0.0,0.0,0.0,0.0,false
BU08800100,0.85,0.0,0.04,0.0,0.12,true
BU08800108,0.77,0.13,0.0,0.03,0.0,false
BU08800109,0.94,0.0,0.04,0.02,0.0,false
BU08800200,0.96,0.0,0.02,0.02,0.0,false
BU08800201,0.98,0.0,0.0,0.02,0.0,false
BU08800208,0.0,0.0,0.0,0.0,0.0,false
BU08800209,0.95,0.0,0.02,0.04,0.0,false
BU08820001,0.95,0.04,0.0,0.01,0.0,false
BU08820002,0.97,0.01,0.01,0.01,0.0,false
BU08820003,0.76,0.09,0.01,0.01,0.0,false
BU08820004,0.67,0.23,0.01,0.01,0.0,false
BU08820005,0.99,0.0,0.01,0.0,0.0,false
BU08820006,0.73,0.0,0.03,0.25,0.0,false
BU08820007,0.98,0.0,0.02,0.01,0.0,false
BU08820008,0.82,0.15,0.0,0.01,0.0,false
BU08820009,0.81,0.17,0.01,0.0,0.0,false
BU08820010,0.98,0.0,0.01,0.01,0.0,false
BU08820011,0.99,0.0,0.0,0.01,0.0,false
BU08820012,0.9,0.0,0.06,0.02,0.0,false
BU08820020,0.0,0.0,0.0,0.0,0.0,false
BU08820101,0.96,0.02,0.01,0.01,0.0,false
BU08820102,0.95,0.04,0.01,0.0,0.0,false
BU08820103,0.98,0.0,0.01,0.01,0.0,false
BU08820104,0.9,0.09,0.0,0.0,0.0,false
BU08820105,0.98,0.0,0.01,0.0,0.0,false
BU08820120,0.0,0.0,0.0,0.0,0.0,false
BU08820201,0.97,0.0,0.01,0.02,0.0,false
BU08820202,0.99,0.0,0.01,0.01,0.0,false
BU08820203,0.98,0.0,0.01,0.01,0.0,false
BU08820204,0.97,0.0,0.02,0.01,0.0,false
BU08820205,0.85,0.11,0.02,0.02,0.0,false
BU08820206,0.96,0.0,0.02,0.0,0.0,false
BU08820207,0.97,0.01,0.01,0.0,0.0,false
BU08820220,0.0,0.0,0.0,0.0,0.0,false
BU08880000,0.83,0.14,0.02,0.01,0.0,false
BU08880001,0.96,0.0,0.02,0.02,0.0,false
BU08880002,0.97,0.0,0.02,0.01,0.0,false
